"db_id","article_id","resource_name","access","available","unavailable_message","available_update_date","notes","article_year","citations","status","debut_yr","total_articles","total_citations","article_status"
"MBDC0590",949,"topoSNP: topographic mapping of Single Nucleotide Polymorphism","http://gila.bioengr.uic.edu/snp/toposnp","no","can't be reached","not_applicable","not_applicable",2004,67,"no",2004,1,67,"debut"
"MBDC0591",1688,"DBTSS: DataBase of Transcriptional Start Sites","http://elmo.ims.u-tokyo.ac.jp/dbtss/","no","not found","not_applicable","not_applicable",2008,44,"yes",2002,7,341,"update"
"MBDC0599",1137,"BarleyBase","www.barleybase.org","yes","not_applicable","2013","not_applicable",2005,69,"yes",2005,1,69,"debut"
"MBDC0602",2777,"NCBI Viral Genomes","http://www.ncbi.nlm.nih.gov/genome/viruses/","yes","not_applicable","unknown","not_applicable",2015,13,"yes",2015,1,13,"debut"
"MBDC0603",2199,"NCBI GEO: Gene Expression Omnibus","http://www.ncbi.nlm.nih.gov/geo/","yes","not_applicable","unknown","not_applicable",2011,596,"yes",2002,6,7262,"update"
"MBDC0607",1653,"Gramene","www.gramene.org","yes","not_applicable","2016","not_applicable",2008,108,"yes",2002,6,551,"update"
"MBDC0608",1244,"PANDIT","http://www.ebi.ac.uk/goldman-srv/pandit","yes","not_applicable","2005","Funding; Service Status; Efforts to obtain renewed funding after 2008 were unfortunately not successful.  PANDIT has therefore been frozen since November 2008, and its data are not updated since September 2005 when version 17.0 was released (corresponding to Pfam 17.0).  The existing data and website remain available from these pages, and should remain stable and, we hope, useful.",2006,43,"yes",2006,1,43,"debut"
"MBDC0610",1127,"Brassica ASTRA","http://hornbill.cspp.latrobe.edu.au","no","can't be reached","not_applicable","not_applicable",2005,24,"no",2005,1,24,"debut"
"MBDC0612",2991,"Reactome","www.reactome.org","yes","not_applicable","2017","not_applicable",2016,20,"yes",2005,5,2107,"update"
"MBDC0613",1088,"EzCatDB: Enzyme Catalytic-mechanism Database","http://mbs.cbrc.jp/EzCatDB/","no","can't be reached","not_applicable","not_applicable",2005,52,"yes",2005,2,56,"debut"
"MBDC0615",1173,"PDB-Ligand","http://www.idrtech.com/PDB-Ligand/","no","can't be reached","not_applicable","not_applicable",2005,44,"no",2005,1,44,"debut"
"MBDC0617",1179,"CandidaDB","http://genolist.pasteur.fr/CandidaDB","yes","not_applicable","2004","not_applicable",2005,51,"yes",2005,2,67,"debut"
"MBDC0618",2195,"AGRIS: Arabidopsis Gene Regulatory Information Server","http://arabidopsis.med.ohio-state.edu/","yes","not_applicable","2016","not_applicable",2011,133,"yes",2011,1,133,"debut"
"MBDC0619",1122,"PDBTM: Protein Data Bank TransMembrane","http://www.enzim.hu/PDB_TM","no","not found","not_applicable","not_applicable",2005,198,"yes",2005,2,259,"debut"
"MBDC0620",1054,"PoMaMo: Potato Maps and More","https://gabi.rzpd.de/PoMaMo.html","no","can't be reached","not_applicable","Naming; best name",2005,27,"no",2005,1,27,"debut"
"MBDC0621",1090,"VBASE2","http://www.vbase2.org","yes","not_applicable","2008","not_applicable",2005,76,"yes",2005,1,76,"debut"
"MBDC0622",1105,"ADDA: Automatic Domain Decomposition Algorithm","http://ekhidna.biocenter.helsinki.fi:9801/sqgraph/pairsdb","no","can't be reached","not_applicable","not_applicable",2005,32,"no",2005,1,32,"debut"
"MBDC0623",1100,"EchoBASE","http://www.ecoli-york.org","no","forbidden","not_applicable","not_applicable",2005,53,"no",2005,1,53,"debut"
"MBDC0624",1080,"CR-EST: Crop Expressed Sequence Tag Database","http://pgrc.ipk-gatersleben.de/cr-est/","no","can't be reached","not_applicable","not_applicable",2005,23,"no",2005,1,23,"debut"
"MBDC0625",1076,"RatMap","http://ratmap.org","no","unrelated site redirect","not_applicable","not_applicable",2005,9,"no",2005,1,9,"debut"
"MBDC0626",1669,"SNPeffect","http://snpeffect.vib.be","yes","not_applicable","unknown","not_applicable",2008,28,"yes",2005,3,198,"update"
"MBDC0628",1531,"Oryza Tag Line","http://urgi.versailles.inra.fr/OryzaTagLine","yes","not_applicable","unknown","not_applicable",2008,42,"yes",2008,1,42,"debut"
"MBDC0629",1101,"siRNAdb","http://siRNA.cgb.ki.se","yes","not_applicable","unknown","Access - Failure Notes; partially broke",2005,39,"yes",2005,1,39,"debut"
"MBDC0630",1357,"RNAdb","http://research.imb.uq.edu.au/RNAdb","yes","not_applicable","2012","Access - Archived; Service Status; In June 2012, the RNAdb 2.0 database was officially retired.",2007,111,"yes",2005,2,221,"update"
"MBDC0632",1456,"T1DBase","http://T1DBase.org","no","can't be reached","not_applicable","not_applicable",2007,49,"no",2005,3,127,"update"
"MBDC0633",1860,"3did: 3D Interacting Domains","http://3did.irbbarcelona.org","yes","not_applicable","2016","not_applicable",2009,53,"yes",2005,4,318,"update"
"MBDC0635",1118,"AGD: Ashbya Genome Database","http://agd.unibas.ch/","yes","not_applicable","2006","not_applicable",2005,16,"yes",2005,1,16,"debut"
"MBDC0637",1061,"AMPDB: Arabidopsis Mitochondrial Protein Database","http://www.ampdb.bcs.uwa.edu.au/","yes","not_applicable","2004","MBDC; diff link",2005,52,"yes",2005,1,52,"debut"
"MBDC0638",1052,"AtNoPDB: Arabidopsis Nucleolar Protein DataBase","http://bioinf.scri.sari.ac.uk/cgi-bin/atnopdb/home","yes","not_applicable","unknown","not_applicable",2005,51,"yes",2005,1,51,"debut"
"MBDC0640",1064,"ASRP: Arabidopsis Small RNA Project Database","http://asrp.cgrb.oregonstate.edu","yes","not_applicable","unknown","not_applicable",2005,154,"yes",2005,2,216,"debut"
"MBDC0641",1144,"BacMap","http://wishart.biology.ualberta.ca/BacMap/","yes","not_applicable","unknown","not_applicable",2005,31,"yes",2005,2,36,"debut"
"MBDC0643",1510,"BeetleBase","http://www.bioinformatics.ksu.edu/BeetleBase/","no","not found","not_applicable","not_applicable",2007,37,"yes",2007,2,108,"debut"
"MBDC0645",2619,"CGD: Candida Genome Database","http://www.candidagenome.org/","yes","not_applicable","2016","not_applicable",2014,9,"yes",2005,5,273,"update"
"MBDC0646",1912,"EMBL-EBI ChEBI: Chemical Entities of Biological Interest","http://www.ebi.ac.uk/chebi/","yes","not_applicable","2016","not_applicable",2010,188,"yes",2008,4,762,"update"
"MBDC0647",1176,"ChickVD","http://chicken.genomics.org.cn","yes","not_applicable","2006","not_applicable",2005,28,"yes",2005,1,28,"debut"
"MBDC0649",1140,"<MDS-ies-db>","http://oxytricha.princeton.edu/dimorphism/database.htm","yes","not_applicable","2015","not_applicable",2005,25,"yes",2005,2,25,"debut"
"MBDC0651",2894,"COSMIC: Catalogue Of Somatic Mutations In Cancer","http://cancer.sanger.ac.uk","yes","not_applicable","2016","not_applicable",2015,440,"yes",2010,3,1858,"update"
"MBDC0652",1103,"CSS: Carbohydrate Structure Suite","www.dkfz.de/spec/css/","no","not found","not_applicable","not_applicable",2005,109,"no",2005,1,109,"debut"
"MBDC0657",1066,"dbERGE II: Experimental Results on Gene Expression","http://www.bx.psu.edu/","no","related generic reseach institution site redirect","not_applicable","not_applicable",2005,4,"no",2005,1,4,"debut"
"MBDC0661",1063,"DG-CST: Disease Gene Conserved Sequence Tags","http://dgcst.ceinge.unina.it/","no","can't be reached","not_applicable","not_applicable",2005,13,"no",2005,1,13,"debut"
"MBDC0662",1048,"Diatom EST: Expressed Sequence Tag Database","http://avesthagen.sznbowler.com","no","can't be reached","not_applicable","not_applicable",2005,59,"yes",2005,2,99,"debut"
"MBDC0663",1085,"DoOp: Databases of Orthologous Promoters","http://doop.abc.hu/","yes","not_applicable","unknown","not_applicable",2005,18,"yes",2005,1,18,"debut"
"MBDC0665",1498,"PhenomicDB","http://www.phenomicdb.de","no","can't be reached","not_applicable","not_applicable",2007,39,"no",2007,1,39,"debut"
"MBDC0666",1178,"eBLOCKs","http://motif.stanford.edu/eblocks/","no","not found","not_applicable","not_applicable",2005,21,"no",2005,1,21,"debut"
"MBDC0667",1377,"ECgene: EST Clustering","http://genome.ewha.ac.kr/ECgene/","yes","not_applicable","unknown","not_applicable",2007,27,"yes",2005,2,69,"update"
"MBDC0668",1476,"NCBI Entrez Gene","www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene","yes","not_applicable","2016","not_applicable",2007,397,"yes",2005,3,1243,"update"
"MBDC0669",1047,"FESD: Functional Element SNPs Database","http://combio.kribb.re.kr/ksnp/resd/","no","can't be reached","not_applicable","not_applicable",2005,27,"no",2005,1,27,"debut"
"MBDC0671",1095,"FunShift: Functional Shift","http://FunShift.cgb.ki.se","yes","not_applicable","unknown","not_applicable",2005,38,"yes",2005,1,38,"debut"
"MBDC0672",1738,"GabiPD: GABI Primary Database","http://www.gabipd.org/","yes","not_applicable","2013","not_applicable",2009,30,"yes",2009,1,30,"debut"
"MBDC0674",1055,"GenDiS","http://www.ncbs.res.in/~faculty/mini/gendis/home.html","no","not found","not_applicable","not_applicable",2005,12,"no",2005,1,12,"debut"
"MBDC0676",1096,"GeneTide: Terra Incognita Discovery Endeavor","http://genecards.weizmann.ac.il/genetide/","no","not found","not_applicable","not_applicable",2005,6,"no",2005,1,6,"debut"
"MBDC0680",1168,"HAGR: Human Ageing Genomic Resources","http://genomics.senescence.info","yes","not_applicable","unknown","not_applicable",2005,83,"yes",2005,2,222,"debut"
"MBDC0683",1074,"HCAD: Human Chromosome Aberration Database ","http://www.pdg.cnb.uam.es/UniPub/HCAD/","no","can't be reached","not_applicable","not_applicable",2005,8,"no",2005,1,8,"debut"
"MBDC0685",1982,"H-InvDB: H-Invitational Database","http://www.h-invitational.jp/","yes","not_applicable","2015","not_applicable",2010,28,"yes",2008,3,98,"update"
"MBDC0687",1167,"HOPPSIGEN","http://pbil.univ-lyon1.fr/","no","forbidden","not_applicable","not_applicable",2005,34,"no",2005,1,34,"debut"
"MBDC0689",1077,"HuSiDa: human siRNA database","http://www.human-siRNA-database.net","no","not found","not_applicable","not_applicable",2005,37,"no",2005,1,37,"debut"
"MBDC0690",1145,"InParanoid","http://inparanoid.cgb.ki.se/","yes","not_applicable","2013","not_applicable",2005,442,"yes",2005,4,972,"debut"
"MBDC0691",857,"EMBL-EBI IPD IMGT/MHC","http://www.ebi.ac.uk/imgt/mhc","no","not found","not_applicable","not_applicable",2003,339,"no",2003,1,339,"debut"
"MBDC0697",1180,"L1Base","http://l1base.molgen.mpg.de","yes","not_applicable","unknown","not_applicable",2005,56,"yes",2005,1,56,"debut"
"MBDC0700",1161,"MAPPER","http://bio.chip.org/mapper","no","can't be reached","not_applicable","not_applicable",2005,87,"yes",2005,2,97,"debut"
"MBDC0704",1166,"NMPdb","http://www.rostlab.org/db/NMPdb/","yes","not_applicable","unknown","not_applicable",2005,42,"yes",2005,1,42,"debut"
"MBDC0705",3092,"NONCODE","http://www.bioinfo.org/noncode/","yes","not_applicable","2016","not_applicable",2016,15,"yes",2005,5,541,"update"
"MBDC0706",1306,"NOPdb: Nucleolar Proteome Database","http://www.lamondlab.com/NOPdb","no","not found","not_applicable","not_applicable",2006,74,"no",2006,2,214,"debut"
"MBDC0707",1128,"NPRD: Nucleosome Positioning Region Database","http://srs6.bionet.nsc.ru/srs6/","no","service unavailable","not_applicable","not_applicable",2005,12,"no",2005,1,12,"debut"
"MBDC0713",1065,"Organelle DB","http://organelledb.lsi.umich.edu","yes","not_applicable","unknown","not_applicable",2005,28,"yes",2005,2,50,"debut"
"MBDC0714",1141,"PA-GOSUB: Proteome Analyst - Gene Ontology molecular function and Subcellular localization","http://www.cs.ualberta.ca/~bioinfo/PA/GOSUB","yes","not_applicable","unknown","not_applicable",2005,22,"yes",2005,1,22,"debut"
"MBDC0715",1175,"PartiGeneDB","http://www.partigenedb.org","yes","not_applicable","unknown","not_applicable",2005,9,"yes",2005,1,9,"debut"
"MBDC0717",1093,"PDBSite","http://wwwmgs.bionet.nsc.ru/mgs/gnw/pdbsite/","yes","not_applicable","2014","not_applicable",2005,60,"yes",2005,1,60,"debut"
"MBDC0719",1522,"PFD: Protein Folding Database","http://www.foldeomics.org/pfd/","no","unrelated site redirect","not_applicable","not_applicable",2007,20,"no",2005,2,46,"update"
"MBDC0723",1422,"PolyA_DB","http://polya.umdnj.edu/PolyA_DB2","no","not found","not_applicable","not_applicable",2007,82,"no",2005,2,151,"update"
"MBDC0724",1135,"Polymorphix","http://pbil.univ-lyon1.fr/polymorphix/query.php","no","not found","not_applicable","not_applicable",2005,19,"no",2005,1,19,"debut"
"MBDC0725",1164,"PBRC: Poxvirus Bioinformatics Resource Center","http://www.poxvirus.org","no","discontinued notice","not_applicable","Service Status; After over 15 years serving the Virology community, vbrc.org, poxvirus.org, HCVdb.org and DengueDb.org have ended operations. The servers running these web sites are old, no longer supported, and breaking down, and we no longer have the resources to maintain the hardware and software that support these sites. (This also includes the web sites mycoplasma.genome.uab.edu, www.streppneumoniae.com, and the Ureaplasma urealyticum genome web site).",2005,40,"no",2005,1,40,"debut"
"MBDC0730",1451,"PROPHECY: PROfiling of PHEnotypic Characteristics in Yeast","http://prophecy.lundberg.gu.se","yes","not_applicable","2012","not_applicable",2007,16,"yes",2005,2,37,"update"
"MBDC0731",1121,"DynaProt 2D","www.wzw.tum.de/proteomik/lactis","yes","not_applicable","unknown","not_applicable",2005,11,"yes",2005,1,11,"debut"
"MBDC0733",2185,"PGD: Pseudomonas Genome Database","http://www.pseudomonas.com","yes","not_applicable","2017","not_applicable",2011,356,"yes",2005,4,616,"update"
"MBDC0734",1153,"PSORTdb","http://db.psort.org/","yes","not_applicable","2016","not_applicable",2005,105,"yes",2005,3,158,"debut"
"MBDC0735",2973,"NCBI PubChem","https://pubchem.ncbi.nlm.nih.gov","yes","not_applicable","unknown","not_applicable",2016,40,"yes",2016,1,40,"debut"
"MBDC0737",793,"TIGR Rice Genome Annotation Resource","http://www.tigr.org/tdb/e2k1/osa1/","no","discontinued notice","not_applicable","not_applicable",2003,108,"no",2003,2,653,"debut"
"MBDC0738",1098,"RARGE: RIKEN Arabidopsis Genome Encyclopedia","http://rarge.gsc.riken.jp/","yes","not_applicable","unknown","not_applicable",2005,60,"yes",2005,1,60,"debut"
"MBDC0744",1154,"SilkSatDb","http://www.cdfd.org.in/silksatdb","yes","not_applicable","unknown","Disambiguation; diff than silkdb",2005,21,"yes",2005,1,21,"debut"
"MBDC0745",1159,"SPD: Secreted Protein Database","http://spd.cbi.pku.edu.cn","yes","not_applicable","2006","Funding; Service Status; Thank you for your interest using this database. Due to the limited resource, the SPD database has not been updated since July 06, 2006.",2005,103,"yes",2005,1,103,"debut"
"MBDC0746",1114,"SpliceInfo","http://SpliceInfo.mbc.NCTU.edu.tw/","yes","not_applicable","unknown","not_applicable",2005,22,"yes",2005,1,22,"debut"
"MBDC0751",1110,"TAED: The Adaptive Evolution Database","http://www.bioinfo.no/tools/TAED","yes","not_applicable","unknown","Naming; ""The"" in the acronym",2005,39,"yes",2005,1,39,"debut"
"MBDC0754",1182,"Small Subunit rRNA Modification Database","http://medlib.med.utah.edu/SSUmods","no","can't be reached","not_applicable","DB Content; likely a subset of 418",2005,46,"no",2005,1,46,"debut"
"MBDC0755",1089,"TPMD: Taiwan Polymorphic Marker Database","http://tpmd.nhri.org.tw/","yes","not_applicable","unknown","not_applicable",2005,2,"yes",2005,1,2,"debut"
"MBDC0756",1056,"TRACTOR_DB","http://www.bioinfo.cu/Tractor_DB","no","can't be reached","not_applicable","Mirror fail; http:// www.tractor.Incc.br/; http://www.cifn.unam.mx/Computational_Genomics/tractorDB can't be reached/not found",2005,17,"no",2005,2,34,"debut"
"MBDC0757",1411,"TRED: Transcriptional Regulatory Element Database","http://rulai.cshl.edu/TRED","yes","not_applicable","unknown","not_applicable",2007,166,"yes",2005,2,280,"update"
"MBDC0760",1138,"VFDB: Virulence Factor Database ","http://www.mgc.ac.cn/VFs/","yes","not_applicable","2017","not_applicable",2005,141,"yes",2005,4,375,"debut"
"MBDC0761",1296,"VIPERdb","http://viperdb.scripps.edu","yes","not_applicable","unknown","not_applicable",2006,90,"yes",2006,2,255,"debut"
"MBDC0763",1165,"YRC PDR: Yeast Resource Center Public Data Repository","http://www.yeastrc.org/pdr/","yes","not_applicable","unknown","not_applicable",2005,21,"yes",2005,1,21,"debut"
"MBDC0765",1517,"AthaMap","http://www.athamap.de/","yes","not_applicable","2016","not_applicable",2007,36,"yes",2004,3,136,"update"
"MBDC0766",960,"SGMD: Soybean Genomics and Microarray Database","http://psi081.ba.ars.usda.gov/SGMD/default.htm","no","can't be reached","not_applicable","not_applicable",2004,35,"no",2004,1,35,"debut"
"MBDC0779",2140,"IEDB: Immune Epitope Database","http://www.iedb.org/","yes","not_applicable","unknown","Access - Other; has a ""use the legacy site"" tab",2011,24,"yes",2010,3,466,"update"
"MBDC0782",722,"FUGOID","http://wnt.cc.utexas.edu/~ifmr530/introndata/main.htm","no","can't be reached","not_applicable","not_applicable",2002,6,"no",2002,1,6,"debut"
"MBDC0783",1300,"REFOLD database","http://refold.med.monash.edu.au","no","can't be reached","not_applicable","not_applicable",2006,31,"no",2006,1,31,"debut"
"MBDC0784",1584,"Vega: Vertebrate Genome Annotation","http://vega.sanger.ac.uk","yes","not_applicable","2017","not_applicable",2008,155,"yes",2005,3,276,"update"
"MBDC0785",1059,"STING","http://www.cbi.cnptia.embrapa.br","yes","not_applicable","unknown","not_applicable",2005,14,"yes",2005,1,14,"debut"
"MBDC0786",1331,"BIOZON","http://biozon.org/","yes","not_applicable","unknown","not_applicable",2006,29,"yes",2006,1,29,"debut"
"MBDC0787",1492,"SynDB","http://syndb.cbi.pku.edu.cn","yes","not_applicable","unknown","not_applicable",2007,28,"yes",2007,1,28,"debut"
"MBDC0789",1199,"NURSA: Nuclear Receptor Signaling Atlas","www.nursa.org","yes","not_applicable","unknown","not_applicable",2006,15,"yes",2006,1,15,"debut"
"MBDC0790",2977,"TCDB: Transporter Classification Database","http://www.tcdb.org","yes","not_applicable","unknown","not_applicable",2016,2,"yes",2006,4,768,"update"
"MBDC0791",1246,"YGOB: Yeast Gene Order Browser","http://wolfe.gen.tcd.ie/ygob","yes","not_applicable","2012","not_applicable",2006,43,"yes",2006,1,43,"debut"
"MBDC0792",2055,"YEASTRACT: YEAst Search for Transcriptional Regulators And Consensus Tracking","http://www.yeastract.com","yes","not_applicable","unknown","not_applicable",2011,114,"yes",2006,4,613,"update"
"MBDC0793",1291,"CTGA: Catalogue of Transmission Genetics in Arabs","http://www.cags.org.ae","yes","not_applicable","unknown","not_applicable",2006,30,"yes",2006,1,30,"debut"
"MBDC0794",1485,"CYCLONET","http://cyclonet.biouml.org","yes","not_applicable","unknown","not_applicable",2007,7,"yes",2007,1,7,"debut"
"MBDC0795",1294,"ABS: Annotated regulatory Binding Sites","http://genome.imim.es/datasets/abs2005/index.html","yes","not_applicable","2006","not_applicable",2006,46,"yes",2006,1,46,"debut"
"MBDC0796",1209,"AffinDB","http://www.agklebe.de/affinity","no","related generic reseach institution site redirect","not_applicable","not_applicable",2006,67,"no",2006,1,67,"debut"
"MBDC0800",1277,"BioGRID Interaction Database","http://www.thebiogrid.org","yes","not_applicable","2016","not_applicable",2006,1389,"yes",2006,5,2977,"debut"
"MBDC0801",2819,"EMBL-EBI BioModels Database","http://www.ebi.ac.uk/biomodels/","yes","not_applicable","2016","not_applicable",2015,40,"yes",2006,2,449,"update"
"MBDC0802",1263,"CAGE: Cap-analysis Gene Expression Basic/Analysis Databases","http://fantom3.gsc.riken.jp/","yes","not_applicable","2007","Service Status; [Notice] FANTOM servers, including the cDNA viewer and the CAGE databases, will stop on 22nd October, 2007 (JST)",2006,64,"yes",2006,1,64,"debut"
"MBDC0803",1316,"ChimerDB","http://genome.ewha.ac.kr/ChimerDB/","yes","not_applicable","unknown","not_applicable",2006,25,"yes",2006,2,67,"debut"
"MBDC0804",1340,"ChloroplastDB","http://chloroplast.cbio.psu.edu/","yes","not_applicable","2007","not_applicable",2006,47,"yes",2006,1,47,"debut"
"MBDC0805",1206,"cisRED","www.cisred.org","yes","not_applicable","2009","not_applicable",2006,72,"yes",2006,1,72,"debut"
"MBDC0806",1310,"CyBase","http://research.imb.uq.edu.au/cybase","no","not found","not_applicable","not_applicable",2006,75,"no",2006,2,196,"debut"
"MBDC0807",1640,"DBD: DNA-binding domain","http://transcriptionfactor.org","yes","not_applicable","2011","not_applicable",2008,147,"yes",2006,2,257,"update"
"MBDC0808",1238,"DBTGR: Databse of Trunicate Gene Regulation","http://dbtgr.hgc.jp","yes","not_applicable","unknown","not_applicable",2006,17,"yes",2006,1,17,"debut"
"MBDC0810",1333,"DPVweb: Database of Plant Viruses","http://www.dpvweb.net/","yes","not_applicable","unknown","Service Status; PLEASE NOTE THAT THIS SITE WILL NOT BE UPDATED WITH SEQUENCE AND TAXONOMIC INFORMATION AFTER AUGUST 2013 ",2006,25,"yes",2006,1,25,"debut"
"MBDC0811",2142,"DrugBank","http://www.drugbank.ca","yes","not_applicable","2016","not_applicable",2011,948,"yes",2006,4,3203,"update"
"MBDC0812",1614,"EMAGE: Edinburgh Mouse Atlas of Gene Expression","http://genex.hgu.mrc.ac.uk/Emage/database","no","can't be reached","not_applicable","not_applicable",2008,26,"yes",2006,4,186,"update"
"MBDC0813",1274,"Epitome","http://www.rostlab.org/services/epitome/","yes","not_applicable","unknown","not_applicable",2006,44,"yes",2006,1,44,"debut"
"MBDC0814",1192,"EROP-Moscow: Endogenous Regulatory OligoPeptides","http://erop.inbi.ras.ru","yes","not_applicable","2016","not_applicable",2006,33,"yes",2006,1,33,"debut"
"MBDC0815",1317,"MIPS FGDB: Fusarium graminearum Genome Database","http://mips.gsf.de/genre/proj/fusarium/","no","not found","not_applicable","not_applicable",2006,63,"no",2006,2,116,"debut"
"MBDC0817",1284,"FlyRNAi","http://flyRNAi.org/cgi-bin/RNAi_screens.pl","yes","not_applicable","unknown","Access - Transfer/Redirect; redirect",2006,59,"yes",2006,2,80,"debut"
"MBDC0819",1336,"GLIDA: GPCR-LIgand Database","http://gdds.pharm.kyoto-u.ac.jp:8081/glida","no","can't be reached","not_applicable","not_applicable",2006,47,"yes",2006,2,131,"debut"
"MBDC0820",1656,"GRSDB: G-Rich Sequences Database","http://bioinformatics.ramapo.edu/GQRS","yes","not_applicable","unknown","not_applicable",2008,52,"yes",2006,2,110,"update"
"MBDC0821",1207,"HOLLYWOOD","http://hollywood.mit.edu","yes","not_applicable","unknown","Access - Failure Notes; password protected",2006,54,"yes",2006,1,54,"debut"
"MBDC0822",1335,"Hptaa: Human Potential Tumor Associated Antigen database","http://www.hptaa.org","no","can't be reached","not_applicable","not_applicable",2006,12,"no",2006,1,12,"debut"
"MBDC0823",1285,"HTPSELEX: High-Throughput SELEX Libraries","http://www.isrec.isb-sib.ch/htpselex","no","can't be reached","not_applicable","not_applicable",2006,15,"no",2006,1,15,"debut"
"MBDC0824",1265,"mtDB: Human Mitochondrial Genome Database","http://www.genpat.uu.se/mtDB","yes","not_applicable","unknown","not_applicable",2006,213,"yes",2006,1,213,"debut"
"MBDC0825",1290,"HUMHOT: HUman Meiotic recombination HOT spots","http://www.jncasr.ac.in/humhot","no","service unavailable","not_applicable","not_applicable",2006,5,"no",2006,1,5,"debut"
"MBDC0826",1223,"ICDS: Interrupted CoDing Sequences","http://www-bio3d-igbmc.u-strasbg.fr/ICDS/","no","can't be reached","not_applicable","not_applicable",2006,18,"no",2006,1,18,"debut"
"MBDC0827",1323,"IGTC: International Gene Trap Consortium Website","www.genetrap.org","yes","not_applicable","2017","not_applicable",2006,105,"yes",2006,1,105,"debut"
"MBDC0828",2212,"JGI IMG: Integrated Microbial Genomes","http://img.jgi.doe.gov/mer","yes","not_applicable","unknown","not_applicable",2012,109,"yes",2006,8,1478,"update"
"MBDC0829",1262,"iMOTdb","http://caps.ncbs.res.in/imotdb/","yes","not_applicable","unknown","not_applicable",2006,1,"yes",2006,1,1,"debut"
"MBDC0830",1248,"INVHOGEN: INVertebrate HOmologous GENes","http://www.bi.uni-duesseldorf.de/~invhogen/invhogen.html","no","can't be reached","not_applicable","not_applicable",2006,3,"no",2006,1,3,"debut"
"MBDC0831",1254,"IRESite: Internal Ribosome Entry Site","http://www.iresite.org","yes","not_applicable","2015","not_applicable",2006,41,"yes",2006,2,91,"debut"
"MBDC0832",1252,"ISfinder","www-is.biotoul.fr","yes","not_applicable","unknown","not_applicable",2006,371,"yes",2006,1,371,"debut"
"MBDC0833",1282,"ITTACA: Integrated Tumor Transcriptome Array and Clinical data Analysis","http://bioinfo.curie.fr/ittaca","no","discontinued notice","not_applicable","not_applicable",2006,31,"no",2006,1,31,"debut"
"MBDC0834",1258,"LEGER","http://leger2.gbf.de/cgi-bin/expLeger.pl","no","can't be reached","not_applicable","not_applicable",2006,13,"no",2006,1,13,"debut"
"MBDC0835",1202,"LMPD: LIPID MAPS Proteome Database","http://www.lipidmaps.org/data/proteome/index.cgi","yes","not_applicable","unknown","not_applicable",2006,39,"yes",2006,1,39,"debut"
"MBDC0836",1545,"LOCATE","http://locate.imb.uq.edu.au/","yes","not_applicable","unknown","not_applicable",2008,78,"yes",2006,2,149,"update"
"MBDC0837",1283,"Megx.net","http://www.megx.net","no","unrelated site redirect","not_applicable","not_applicable",2006,25,"no",2006,2,52,"debut"
"MBDC0839",1251,"MfunGD: Mouse Functional Genome Database","http://mips.gsf.de/genre/proj/mfungd/","no","not found","not_applicable","not_applicable",2006,14,"no",2006,1,14,"debut"
"MBDC0840",1326,"MODOMICS","http://genesilico.pl/modomics/","yes","not_applicable","unknown","not_applicable",2006,107,"yes",2006,3,491,"debut"
"MBDC0842",1293,"MPromDb: Mammalian Promoter Database","http://bioinformatics.med.ohio-state.edu/MPromDb","no","can't be reached","not_applicable","not_applicable",2006,28,"no",2006,2,55,"debut"
"MBDC0843",1313,"Plant MPSS: Massively Parallel Signature Sequencing","http://mpss.udel.edu","yes","not_applicable","unknown","Honest; Service Status; “The data in these databases are from an obsolete technology.” and Also “Please note, however, that the availability of this data and information does not constitute scientific publication; we request that you respect our right to publish on the complete data sets.” ",2006,183,"yes",2006,1,183,"debut"
"MBDC0844",1324,"MulPSSM","http://crick.mbu.iisc.ernet.in/~mulpssm","no","service unavailable","not_applicable","not_applicable",2006,22,"no",2006,1,22,"debut"
"MBDC0846",1243,"ODB: Operon DataBase","http://odb.kuicr.kyoto-u.ac.jp","no","can't be reached","not_applicable","not_applicable",2006,41,"yes",2006,2,52,"debut"
"MBDC0848",1793,"OryGenesDB","http://orygenesdb.cirad.fr/index.html","yes","not_applicable","2011","not_applicable",2009,26,"yes",2006,2,71,"update"
"MBDC0849",1537,"Panzea","http://www.panzea.org","yes","not_applicable","unknown","not_applicable",2008,19,"yes",2006,2,66,"update"
"MBDC0850",1315,"PepSeeker","http://nwsr.smith.man.ac.uk/pepseeker","no","can't be reached","not_applicable","not_applicable",2006,27,"no",2006,1,27,"debut"
"MBDC0851",1261,"PeptideAtlas","http://www.peptideatlas.org/","yes","not_applicable","2017","not_applicable",2006,315,"yes",2006,1,315,"debut"
"MBDC0852",1664,"PHI-base: Pathogen Host Interactions database","http://www.phi-base.org/","yes","not_applicable","2016","not_applicable",2008,86,"yes",2006,3,198,"update"
"MBDC0854",1225,"PINT: Protein-protein Interactions Thermodynamic Database","http://www.bioinfodatabase.com/pint/index.html","no","service unavailable","not_applicable","Access - Failure Notes; pages up but searches fail",2006,52,"no",2006,1,52,"debut"
"MBDC0855",1328,"PMDB: Protein Model Database","http://www.caspur.it/PMDB","no","not found","not_applicable","not_applicable",2006,134,"no",2006,1,134,"debut"
"MBDC0856",1203,"PPD: Protein pKa Database","http://www.jenner.ac.uk/PPD","no","not found","not_applicable","not_applicable",2006,32,"no",2006,1,32,"debut"
