"db_id","resource_name","status","debut_yr","total_articles","total_citations","start","transition"
"MBDC0578","Arabidopsis SeedGenes project","yes",2003,1,72,"online_start","online_only"
"MBDC0579","SNP500Cancer","no",2004,2,381,"online_start","online_only"
"MBDC0582","STRING: Search Tool for the Retrieval of Interacting Genes","yes",2003,7,6139,"online_start","online_only"
"MBDC0583","SSD: Structure Superposition Database ","yes",2003,1,6,"online_start","online_only"
"MBDC0585","SMR: SWISS-MODEL Repository","yes",2004,3,1405,"online_start","online_only"
"MBDC0586","TcruziDB","yes",2004,2,32,"online_start","online_only"
"MBDC0587","THGS: Transmembrane Helices in Genome Sequences ","no",2004,1,9,"online_start","online_only"
"MBDC0588","TIGR Plant Repeat Database","no",2004,1,175,"online_start","online_only"
"MBDC0590","topoSNP: topographic mapping of Single Nucleotide Polymorphism","no",2004,1,67,"online_start","online_only"
"MBDC0591","DBTSS: DataBase of Transcriptional Start Sites","yes",2002,7,341,"online_start","online_only"
"MBDC0599","BarleyBase","yes",2005,1,69,"online_start","online_only"
"MBDC0602","NCBI Viral Genomes","yes",2015,1,13,"online_start","online_only"
"MBDC0603","NCBI GEO: Gene Expression Omnibus","yes",2002,6,7262,"online_start","online_only"
"MBDC0607","Gramene","yes",2002,6,551,"online_start","online_only"
"MBDC0608","PANDIT","yes",2006,1,43,"online_start","online_only"
"MBDC0610","Brassica ASTRA","no",2005,1,24,"online_start","online_only"
"MBDC0612","Reactome","yes",2005,5,2107,"online_start","online_only"
"MBDC0613","EzCatDB: Enzyme Catalytic-mechanism Database","yes",2005,2,56,"online_start","online_only"
"MBDC0615","PDB-Ligand","no",2005,1,44,"online_start","online_only"
"MBDC0617","CandidaDB","yes",2005,2,67,"online_start","online_only"
"MBDC0618","AGRIS: Arabidopsis Gene Regulatory Information Server","yes",2011,1,133,"online_start","online_only"
"MBDC0619","PDBTM: Protein Data Bank TransMembrane","yes",2005,2,259,"online_start","online_only"
"MBDC0620","PoMaMo: Potato Maps and More","no",2005,1,27,"online_start","online_only"
"MBDC0621","VBASE2","yes",2005,1,76,"online_start","online_only"
"MBDC0622","ADDA: Automatic Domain Decomposition Algorithm","no",2005,1,32,"online_start","online_only"
"MBDC0623","EchoBASE","no",2005,1,53,"online_start","online_only"
"MBDC0624","CR-EST: Crop Expressed Sequence Tag Database","no",2005,1,23,"online_start","online_only"
"MBDC0625","RatMap","no",2005,1,9,"online_start","online_only"
"MBDC0626","SNPeffect","yes",2005,3,198,"online_start","online_only"
"MBDC0628","Oryza Tag Line","yes",2008,1,42,"online_start","online_only"
"MBDC0629","siRNAdb","yes",2005,1,39,"online_start","online_only"
"MBDC0630","RNAdb","yes",2005,2,221,"online_start","online_only"
"MBDC0632","T1DBase","no",2005,3,127,"online_start","online_only"
"MBDC0633","3did: 3D Interacting Domains","yes",2005,4,318,"online_start","online_only"
"MBDC0635","AGD: Ashbya Genome Database","yes",2005,1,16,"online_start","online_only"
"MBDC0637","AMPDB: Arabidopsis Mitochondrial Protein Database","yes",2005,1,52,"online_start","online_only"
"MBDC0638","AtNoPDB: Arabidopsis Nucleolar Protein DataBase","yes",2005,1,51,"online_start","online_only"
"MBDC0640","ASRP: Arabidopsis Small RNA Project Database","yes",2005,2,216,"online_start","online_only"
"MBDC0641","BacMap","yes",2005,2,36,"online_start","online_only"
"MBDC0643","BeetleBase","yes",2007,2,108,"online_start","online_only"
"MBDC0645","CGD: Candida Genome Database","yes",2005,5,273,"online_start","online_only"
"MBDC0646","EMBL-EBI ChEBI: Chemical Entities of Biological Interest","yes",2008,4,762,"online_start","online_only"
"MBDC0647","ChickVD","yes",2005,1,28,"online_start","online_only"
"MBDC0649","<MDS-ies-db>","yes",2005,2,25,"online_start","online_only"
"MBDC0651","COSMIC: Catalogue Of Somatic Mutations In Cancer","yes",2010,3,1858,"online_start","online_only"
"MBDC0652","CSS: Carbohydrate Structure Suite","no",2005,1,109,"online_start","online_only"
"MBDC0657","dbERGE II: Experimental Results on Gene Expression","no",2005,1,4,"online_start","online_only"
"MBDC0661","DG-CST: Disease Gene Conserved Sequence Tags","no",2005,1,13,"online_start","online_only"
"MBDC0662","Diatom EST: Expressed Sequence Tag Database","yes",2005,2,99,"online_start","online_only"
"MBDC0663","DoOp: Databases of Orthologous Promoters","yes",2005,1,18,"online_start","online_only"
"MBDC0665","PhenomicDB","no",2007,1,39,"online_start","online_only"
"MBDC0666","eBLOCKs","no",2005,1,21,"online_start","online_only"
"MBDC0667","ECgene: EST Clustering","yes",2005,2,69,"online_start","online_only"
"MBDC0668","NCBI Entrez Gene","yes",2005,3,1243,"online_start","online_only"
"MBDC0669","FESD: Functional Element SNPs Database","no",2005,1,27,"online_start","online_only"
"MBDC0671","FunShift: Functional Shift","yes",2005,1,38,"online_start","online_only"
"MBDC0672","GabiPD: GABI Primary Database","yes",2009,1,30,"online_start","online_only"
"MBDC0674","GenDiS","no",2005,1,12,"online_start","online_only"
"MBDC0676","GeneTide: Terra Incognita Discovery Endeavor","no",2005,1,6,"online_start","online_only"
"MBDC0680","HAGR: Human Ageing Genomic Resources","yes",2005,2,222,"online_start","online_only"
"MBDC0683","HCAD: Human Chromosome Aberration Database ","no",2005,1,8,"online_start","online_only"
"MBDC0685","H-InvDB: H-Invitational Database","yes",2008,3,98,"online_start","online_only"
"MBDC0687","HOPPSIGEN","no",2005,1,34,"online_start","online_only"
"MBDC0689","HuSiDa: human siRNA database","no",2005,1,37,"online_start","online_only"
"MBDC0690","InParanoid","yes",2005,4,972,"online_start","online_only"
"MBDC0691","EMBL-EBI IPD IMGT/MHC","no",2003,1,339,"online_start","online_only"
"MBDC0697","L1Base","yes",2005,1,56,"online_start","online_only"
"MBDC0700","MAPPER","yes",2005,2,97,"online_start","online_only"
"MBDC0704","NMPdb","yes",2005,1,42,"online_start","online_only"
"MBDC0705","NONCODE","yes",2005,5,541,"online_start","online_only"
"MBDC0706","NOPdb: Nucleolar Proteome Database","no",2006,2,214,"online_start","online_only"
"MBDC0707","NPRD: Nucleosome Positioning Region Database","no",2005,1,12,"online_start","online_only"
"MBDC0713","Organelle DB","yes",2005,2,50,"online_start","online_only"
"MBDC0714","PA-GOSUB: Proteome Analyst - Gene Ontology molecular function and Subcellular localization","yes",2005,1,22,"online_start","online_only"
"MBDC0715","PartiGeneDB","yes",2005,1,9,"online_start","online_only"
"MBDC0717","PDBSite","yes",2005,1,60,"online_start","online_only"
"MBDC0719","PFD: Protein Folding Database","no",2005,2,46,"online_start","online_only"
"MBDC0723","PolyA_DB","no",2005,2,151,"online_start","online_only"
"MBDC0724","Polymorphix","no",2005,1,19,"online_start","online_only"
"MBDC0725","PBRC: Poxvirus Bioinformatics Resource Center","no",2005,1,40,"online_start","online_only"
"MBDC0730","PROPHECY: PROfiling of PHEnotypic Characteristics in Yeast","yes",2005,2,37,"online_start","online_only"
"MBDC0731","DynaProt 2D","yes",2005,1,11,"online_start","online_only"
"MBDC0733","PGD: Pseudomonas Genome Database","yes",2005,4,616,"online_start","online_only"
"MBDC0734","PSORTdb","yes",2005,3,158,"online_start","online_only"
"MBDC0735","NCBI PubChem","yes",2016,1,40,"online_start","online_only"
"MBDC0737","TIGR Rice Genome Annotation Resource","no",2003,2,653,"online_start","online_only"
"MBDC0738","RARGE: RIKEN Arabidopsis Genome Encyclopedia","yes",2005,1,60,"online_start","online_only"
"MBDC0744","SilkSatDb","yes",2005,1,21,"online_start","online_only"
"MBDC0745","SPD: Secreted Protein Database","yes",2005,1,103,"online_start","online_only"
"MBDC0746","SpliceInfo","yes",2005,1,22,"online_start","online_only"
"MBDC0751","TAED: The Adaptive Evolution Database","yes",2005,1,39,"online_start","online_only"
"MBDC0754","Small Subunit rRNA Modification Database","no",2005,1,46,"online_start","online_only"
"MBDC0755","TPMD: Taiwan Polymorphic Marker Database","yes",2005,1,2,"online_start","online_only"
"MBDC0756","TRACTOR_DB","no",2005,2,34,"online_start","online_only"
"MBDC0757","TRED: Transcriptional Regulatory Element Database","yes",2005,2,280,"online_start","online_only"
"MBDC0760","VFDB: Virulence Factor Database ","yes",2005,4,375,"online_start","online_only"
"MBDC0761","VIPERdb","yes",2006,2,255,"online_start","online_only"
"MBDC0763","YRC PDR: Yeast Resource Center Public Data Repository","yes",2005,1,21,"online_start","online_only"
"MBDC0765","AthaMap","yes",2004,3,136,"online_start","online_only"
"MBDC0766","SGMD: Soybean Genomics and Microarray Database","no",2004,1,35,"online_start","online_only"
"MBDC0779","IEDB: Immune Epitope Database","yes",2010,3,466,"online_start","online_only"
"MBDC0782","FUGOID","no",2002,1,6,"online_start","online_only"
"MBDC0783","REFOLD database","no",2006,1,31,"online_start","online_only"
"MBDC0784","Vega: Vertebrate Genome Annotation","yes",2005,3,276,"online_start","online_only"
"MBDC0785","STING","yes",2005,1,14,"online_start","online_only"
"MBDC0786","BIOZON","yes",2006,1,29,"online_start","online_only"
"MBDC0787","SynDB","yes",2007,1,28,"online_start","online_only"
"MBDC0789","NURSA: Nuclear Receptor Signaling Atlas","yes",2006,1,15,"online_start","online_only"
"MBDC0790","TCDB: Transporter Classification Database","yes",2006,4,768,"online_start","online_only"
"MBDC0791","YGOB: Yeast Gene Order Browser","yes",2006,1,43,"online_start","online_only"
"MBDC0792","YEASTRACT: YEAst Search for Transcriptional Regulators And Consensus Tracking","yes",2006,4,613,"online_start","online_only"
"MBDC0793","CTGA: Catalogue of Transmission Genetics in Arabs","yes",2006,1,30,"online_start","online_only"
"MBDC0794","CYCLONET","yes",2007,1,7,"online_start","online_only"
"MBDC0795","ABS: Annotated regulatory Binding Sites","yes",2006,1,46,"online_start","online_only"
"MBDC0796","AffinDB","no",2006,1,67,"online_start","online_only"
"MBDC0800","BioGRID Interaction Database","yes",2006,5,2977,"online_start","online_only"
"MBDC0801","EMBL-EBI BioModels Database","yes",2006,2,449,"online_start","online_only"
"MBDC0802","CAGE: Cap-analysis Gene Expression Basic/Analysis Databases","yes",2006,1,64,"online_start","online_only"
"MBDC0803","ChimerDB","yes",2006,2,67,"online_start","online_only"
"MBDC0804","ChloroplastDB","yes",2006,1,47,"online_start","online_only"
"MBDC0805","cisRED","yes",2006,1,72,"online_start","online_only"
"MBDC0806","CyBase","no",2006,2,196,"online_start","online_only"
"MBDC0807","DBD: DNA-binding domain","yes",2006,2,257,"online_start","online_only"
"MBDC0808","DBTGR: Databse of Trunicate Gene Regulation","yes",2006,1,17,"online_start","online_only"
"MBDC0810","DPVweb: Database of Plant Viruses","yes",2006,1,25,"online_start","online_only"
"MBDC0811","DrugBank","yes",2006,4,3203,"online_start","online_only"
"MBDC0812","EMAGE: Edinburgh Mouse Atlas of Gene Expression","yes",2006,4,186,"online_start","online_only"
"MBDC0813","Epitome","yes",2006,1,44,"online_start","online_only"
"MBDC0814","EROP-Moscow: Endogenous Regulatory OligoPeptides","yes",2006,1,33,"online_start","online_only"
"MBDC0815","MIPS FGDB: Fusarium graminearum Genome Database","no",2006,2,116,"online_start","online_only"
"MBDC0817","FlyRNAi","yes",2006,2,80,"online_start","online_only"
"MBDC0819","GLIDA: GPCR-LIgand Database","yes",2006,2,131,"online_start","online_only"
"MBDC0820","GRSDB: G-Rich Sequences Database","yes",2006,2,110,"online_start","online_only"
"MBDC0821","HOLLYWOOD","yes",2006,1,54,"online_start","online_only"
"MBDC0822","Hptaa: Human Potential Tumor Associated Antigen database","no",2006,1,12,"online_start","online_only"
"MBDC0823","HTPSELEX: High-Throughput SELEX Libraries","no",2006,1,15,"online_start","online_only"
"MBDC0824","mtDB: Human Mitochondrial Genome Database","yes",2006,1,213,"online_start","online_only"
"MBDC0825","HUMHOT: HUman Meiotic recombination HOT spots","no",2006,1,5,"online_start","online_only"
"MBDC0826","ICDS: Interrupted CoDing Sequences","no",2006,1,18,"online_start","online_only"
"MBDC0827","IGTC: International Gene Trap Consortium Website","yes",2006,1,105,"online_start","online_only"
"MBDC0828","JGI IMG: Integrated Microbial Genomes","yes",2006,8,1478,"online_start","online_only"
"MBDC0829","iMOTdb","yes",2006,1,1,"online_start","online_only"
"MBDC0830","INVHOGEN: INVertebrate HOmologous GENes","no",2006,1,3,"online_start","online_only"
"MBDC0831","IRESite: Internal Ribosome Entry Site","yes",2006,2,91,"online_start","online_only"
"MBDC0832","ISfinder","yes",2006,1,371,"online_start","online_only"
"MBDC0833","ITTACA: Integrated Tumor Transcriptome Array and Clinical data Analysis","no",2006,1,31,"online_start","online_only"
"MBDC0834","LEGER","no",2006,1,13,"online_start","online_only"
"MBDC0835","LMPD: LIPID MAPS Proteome Database","yes",2006,1,39,"online_start","online_only"
"MBDC0836","LOCATE","yes",2006,2,149,"online_start","online_only"
"MBDC0837","Megx.net","no",2006,2,52,"online_start","online_only"
"MBDC0839","MfunGD: Mouse Functional Genome Database","no",2006,1,14,"online_start","online_only"
"MBDC0840","MODOMICS","yes",2006,3,491,"online_start","online_only"
"MBDC0842","MPromDb: Mammalian Promoter Database","no",2006,2,55,"online_start","online_only"
"MBDC0843","Plant MPSS: Massively Parallel Signature Sequencing","yes",2006,1,183,"online_start","online_only"
"MBDC0844","MulPSSM","no",2006,1,22,"online_start","online_only"
"MBDC0846","ODB: Operon DataBase","yes",2006,2,52,"online_start","online_only"
"MBDC0848","OryGenesDB","yes",2006,2,71,"online_start","online_only"
"MBDC0849","Panzea","yes",2006,2,66,"online_start","online_only"
"MBDC0850","PepSeeker","no",2006,1,27,"online_start","online_only"
"MBDC0851","PeptideAtlas","yes",2006,1,315,"online_start","online_only"
"MBDC0852","PHI-base: Pathogen Host Interactions database","yes",2006,3,198,"online_start","online_only"
"MBDC0854","PINT: Protein-protein Interactions Thermodynamic Database","no",2006,1,52,"online_start","online_only"
"MBDC0855","PMDB: Protein Model Database","no",2006,1,134,"online_start","online_only"
"MBDC0856","PPD: Protein pKa Database","no",2006,1,32,"online_start","online_only"
"MBDC0857","EMBL-EBI PRIDE: PRoteomics IDEntifications","yes",2006,5,1470,"online_start","online_only"
"MBDC0859","QTL MatchMaker","yes",2006,1,1,"online_start","online_only"
"MBDC0860","RAP-DB: Rice Annotation Project Database","yes",2006,2,350,"online_start","online_only"
"MBDC0861","RMD: Rice Mutant Database","yes",2006,1,110,"online_start","online_only"
"MBDC0862","RNAi Codex","yes",2006,1,27,"online_start","online_only"
"MBDC0863","SCOPPI: Structural Classification of Protein-Protein Interfaces","no",2006,1,110,"online_start","online_only"
"MBDC0865","ShiBASE","yes",2006,1,19,"online_start","online_only"
"MBDC0866","SIDDBASE: Stress Induced DNA Duplex Destabilization database","no",2006,1,12,"online_start","online_only"
"MBDC0867","SIMAP: SImilarity MAtrix of Proteins","yes",2006,4,93,"online_start","online_only"
"MBDC0869","snoRNA-LBME-db","yes",2006,1,224,"online_start","online_only"
"MBDC0870","SoyGD: Soybean Genome Database","no",2006,1,48,"online_start","online_only"
"MBDC0871","StellaBase","yes",2006,2,99,"online_start","online_only"
"MBDC0872","TED: Tomato Expression Database","yes",2006,2,93,"online_start","online_only"
"MBDC0873","TGD: Tetrahymena Genome Database","yes",2006,1,47,"online_start","online_only"
"MBDC0874","TIGR Maize Database","yes",2006,1,23,"online_start","online_only"
"MBDC0875","TreeFam","yes",2006,3,401,"online_start","online_only"
"MBDC0876","UCSC Archaeal Genome Browser","yes",2006,2,126,"online_start","online_only"
"MBDC0884","CG: Comparative Genometrics","yes",2002,1,24,"online_start","online_only"
"MBDC0885","dbPTM: Database of Post-Translational Modifications","yes",2006,3,190,"online_start","online_only"
"MBDC0888","DRASTIC: Database Resource for the Analysis of Signal Transduction In Cells","yes",2006,1,10,"online_start","online_only"
"MBDC0890","EndoNet: Endocrine Network","yes",2006,2,13,"online_start","online_only"
"MBDC0893","MACiE: Mechanism, Annotation and Classification in Enzymes","yes",2007,2,88,"online_start","online_only"
"MBDC0895","miRNAMap","yes",2006,2,262,"online_start","online_only"
"MBDC0898","Pathguide","yes",2006,1,231,"online_start","online_only"
"MBDC0903","Super Natural","yes",2006,2,59,"online_start","online_only"
"MBDC0904","TiProD: Tissue specific Promoter Database","no",2006,1,19,"online_start","online_only"
"MBDC0909","Virus Variation Resource","yes",2014,1,13,"online_start","online_only"
"MBDC0911","NCBI CCDS: Consensus Coding Sequence Database","yes",2014,1,52,"online_start","online_only"
"MBDC0912","TBestDB: Taxonomically Broad EST DataBase","yes",2007,1,70,"online_start","online_only"
"MBDC0917","ParameciumDB","yes",2007,2,104,"online_start","online_only"
"MBDC0919","SoyBase","yes",2010,1,100,"online_start","online_only"
"MBDC0924","DroSpeGe","yes",2007,1,31,"online_start","online_only"
"MBDC0926","Plant Ontology Database","yes",2008,1,83,"online_start","online_only"
"MBDC0927","TassDB: TAndem Splice Site DataBase","no",2007,1,25,"online_start","online_only"
"MBDC0928","DroID: Drosophila Interactions Database","yes",2011,1,85,"online_start","online_only"
"MBDC0929","SGDB: Synthetic Gene Database","no",2007,1,17,"online_start","online_only"
"MBDC0930","eSLDB: Eukaryotic Subcellular Localization DataBase","yes",2007,1,35,"online_start","online_only"
"MBDC0931","OriDB","yes",2007,2,147,"online_start","online_only"
"MBDC0932","InSatDb","yes",2007,1,27,"online_start","online_only"
"MBDC0933","Patome","no",2007,1,3,"online_start","online_only"
"MBDC0934","ATTED-II: Arabidopsis thaliana trans-factor and cis-element prediction database","yes",2007,2,497,"online_start","online_only"
"MBDC0935","GABI-Kat SimpleSearch","yes",2007,2,131,"online_start","online_only"
"MBDC0936","PigGIS: Pig Genomic Informatics System","yes",2007,1,4,"online_start","online_only"
"MBDC0937","U12DB: U12 Intron Database","yes",2007,1,70,"online_start","online_only"
"MBDC0938","TMBETA-GENOME","no",2007,1,12,"online_start","online_only"
"MBDC0939","GO PaD: Gene Ontology Partition Database","no",2007,1,35,"online_start","online_only"
"MBDC0940","TIGR Plant Transcript Assemblies Database","no",2007,1,139,"online_start","online_only"
"MBDC0941","TOPOFIT-DB","no",2007,1,12,"online_start","online_only"
"MBDC0944","PAIDB: PAthogenicity Island DataBase","yes",2007,2,54,"online_start","online_only"
"MBDC0945","Defensins knowledgebase","yes",2007,1,66,"online_start","online_only"
"MBDC0946","CutDB","yes",2007,1,65,"online_start","online_only"
"MBDC0947","RegTransBase","yes",2007,1,61,"online_start","online_only"
"MBDC0948","POGs/PlantRBP: Putative Orthologous Groups","no",2007,1,25,"online_start","online_only"
"MBDC0949","KBERG: KnowledgeBase for Estrogen Responsive Genes","no",2007,1,9,"online_start","online_only"
"MBDC0950","MAPU: MAx-Planck Unified proteome database","yes",2007,2,64,"online_start","online_only"
"MBDC0951","CancerGenes","no",2007,1,124,"online_start","online_only"
"MBDC0952","MamPol","yes",2007,1,3,"online_start","online_only"
"MBDC0953","SYSTOMONAS","yes",2007,1,24,"online_start","online_only"
"MBDC0954","PIDD: Protein Inter-atomic Distance Distributions","no",2007,1,9,"online_start","online_only"
"MBDC0955","Fungal Genome Size Database","yes",2007,1,66,"online_start","online_only"
"MBDC0956","Plant DNA C-values Database","no",2007,1,66,"online_start","online_only"
"MBDC0957","Animal Genome Size Database","yes",2007,1,66,"online_start","online_only"
"MBDC0958","PolymiRTS Database: Polymorphism in microRNA Target Site","yes",2007,3,232,"online_start","online_only"
"MBDC0959","MiST","yes",2007,2,198,"online_start","online_only"
"MBDC0960","UniHI: Unified Human Interactome","yes",2007,3,151,"online_start","online_only"
"MBDC0961","WormBook","yes",2007,1,31,"online_start","online_only"
"MBDC0962","Sno/scaRNAbase","no",2007,1,35,"online_start","online_only"
"MBDC0963","EVEREST: EVolutionary Ensembles of REcurrent SegmenTs","yes",2007,1,11,"online_start","online_only"
"MBDC0966","D-HaploDB: Definitive Haplotype Database","no",2007,1,7,"online_start","online_only"
"MBDC0967","SuperHapten","yes",2007,1,9,"online_start","online_only"
"MBDC0968","VISTA Enhancer Browser","yes",2007,1,291,"online_start","online_only"
"MBDC0969","ApiDB: Apicomplexan DataBase","yes",2007,1,76,"online_start","online_only"
"MBDC0970","H-DBAS: Human-transcriptome DataBase for Alternative Splicing ","yes",2007,2,53,"online_start","online_only"
"MBDC0971","ForestTreeDB","no",2007,1,18,"online_start","online_only"
"MBDC0972","HepSEQ","no",2007,1,13,"online_start","online_only"
"MBDC0973","PolyDoms","yes",2007,1,43,"online_start","online_only"
"MBDC0974","AgBase","yes",2007,2,88,"online_start","online_only"
"MBDC0975","Animal QTLdb: Animal Quantitative Trait Loci Database","yes",2007,3,254,"online_start","online_only"
"MBDC0977","GLYCOSCIENCES.de","yes",2007,1,33,"online_start","online_only"
"MBDC0978","Protein Classification Benchmark Collection","yes",2007,1,30,"online_start","online_only"
"MBDC0979","BindingDB","yes",2007,2,653,"online_start","online_only"
"MBDC0980","CellCircuits","yes",2007,1,17,"online_start","online_only"
"MBDC0982","CSRDB: Cereal Small RNA Database","yes",2007,1,63,"online_start","online_only"
"MBDC0983","Comparasite","no",2007,1,25,"online_start","online_only"
"MBDC0984","dbRES: RNA Editing Sites","no",2007,1,14,"online_start","online_only"
"MBDC0985","ENCODE UCSC Genome Browser","yes",2007,5,759,"online_start","online_only"
"MBDC0986","FireDB","no",2007,2,47,"online_start","online_only"
"MBDC0988","GlycoMapsDB","no",2007,1,45,"online_start","online_only"
"MBDC0991","HMDB: Human Metabolome Database","yes",2007,3,2462,"online_start","online_only"
"MBDC0992","OBRC: Online Bioinformatics Resources Collection","no",2007,1,19,"online_start","online_only"
"MBDC0993","IVDB: Influenza Virus Database","no",2007,1,35,"online_start","online_only"
"MBDC0994","DIANA-miRGen","yes",2007,3,295,"online_start","online_only"
"MBDC0995","MPD: Mouse Phenome Database","yes",2007,4,203,"online_start","online_only"
"MBDC0996","MvirDB","yes",2007,1,74,"online_start","online_only"
"MBDC0997","NATsDB: Natural Antisense Transcripts DataBase","no",2007,1,35,"online_start","online_only"
"MBDC0999","PathoPlant","yes",2007,1,27,"online_start","online_only"
"MBDC1000","PATRIC: PathoSystems Resource Integration Center","yes",2007,2,201,"online_start","online_only"
"MBDC1001","PeroxisomeDB","yes",2007,2,85,"online_start","online_only"
"MBDC1003","Phospho3D","yes",2007,2,50,"online_start","online_only"
"MBDC1005","PReMod","no",2007,1,64,"online_start","online_only"
"MBDC1006","Pristionchus.org","yes",2007,1,7,"online_start","online_only"
"MBDC1007","Pseudogene.org","yes",2007,1,95,"online_start","online_only"
"MBDC1008","qPrimerDepot","yes",2007,1,79,"online_start","online_only"
"MBDC1010","SISYPHUS","yes",2007,1,54,"online_start","online_only"
"MBDC1012","SNAPPI-DB: Structures, iNterfaces and Alignments of Protein-Protein Interactions DataBase","yes",2007,1,40,"online_start","online_only"
"MBDC1013","SNPSTR: Single Nucleotide Polymorphisms Short Tandem Repeats","no",2007,1,18,"online_start","online_only"
"MBDC1014","SUBA","yes",2007,2,434,"online_start","online_only"
"MBDC1015","SwissRegulon","yes",2007,2,106,"online_start","online_only"
"MBDC1016","TomatEST database","no",2007,1,20,"online_start","online_only"
"MBDC1017","Xanthusbase","no",2007,2,11,"online_start","online_only"
"MBDC1019","RetrOryza","no",2007,1,35,"online_start","online_only"
"MBDC1020","FINDbase: Frequency of INherited Disorders database","yes",2007,3,64,"online_start","online_only"
"MBDC1021","Intronerator","no",2000,1,65,"online_start","online_only"
"MBDC1022","MiCroKit","yes",2010,2,22,"online_start","online_only"
"MBDC1024","ChemBank","yes",2008,1,171,"online_start","online_only"
"MBDC1026","OncoDB.HCC","yes",2007,1,4,"online_start","online_only"
"MBDC1027","fRNAdb: functional RNA database","yes",2007,2,165,"online_start","online_only"
"MBDC1028","PlasmID","yes",2007,1,23,"online_start","online_only"
"MBDC1029","PGSB: Plant Genome and Systems Biology PlantsDB","yes",2007,3,76,"online_start","online_only"
"MBDC1030","SNP@Ethnos","no",2007,1,23,"online_start","online_only"
"MBDC1031","VectorBase","yes",2007,4,359,"online_start","online_only"
"MBDC1032","MINT: The Molecular INTeraction database","yes",2007,3,1123,"online_start","online_only"
"MBDC1033","DOMINO","no",2007,1,59,"online_start","online_only"
"MBDC1034","euHCVdb: European Hepatitis C Virus Database","yes",2007,1,100,"online_start","online_only"
"MBDC1035","TRDB: Tandem Repeats Database","yes",2007,1,74,"online_start","online_only"
"MBDC1036","GenomeTrafac","yes",2007,1,17,"online_start","online_only"
"MBDC1037","GeneSpeed","no",2007,1,9,"online_start","online_only"
"MBDC1039","ViTa","yes",2007,1,49,"online_start","online_only"
"MBDC1040","NMPDR: National Microbial Pathogen Database Resource","yes",2007,1,69,"online_start","online_only"
"MBDC1041","3D rRNA Modification Maps Database","yes",2008,1,59,"online_start","online_only"
"MBDC1043","4D Xpress","no",2008,1,26,"online_start","online_only"
"MBDC1045","ATDB: Animal Toxin Database","yes",2008,1,42,"online_start","online_only"
"MBDC1046","AtPID: Arabidopsis thaliana Protein Interactome Database","yes",2008,2,103,"online_start","online_only"
"MBDC1047","AutoPSI: Automated Protein Structure Identification","no",2008,1,3,"online_start","online_only"
"MBDC1048","Bacteriome.org","yes",2008,1,38,"online_start","online_only"
"MBDC1049","Binding MOAD: Mother of All Databases","yes",2008,2,85,"online_start","online_only"
"MBDC1050","NIAID Biodefense Proteomics Resource Center","no",2008,1,15,"online_start","online_only"
"MBDC1051","ViPR","yes",2012,1,59,"online_start","online_only"
"MBDC1053","CanGEM: Cancer GEnome Mine","no",2008,1,23,"online_start","online_only"
"MBDC1055","CEBS: Chemical Effects in Biological Systems","no",2008,1,82,"online_start","online_only"
"MBDC1056","CFGP: Comparative Fungal Genomics Platform","yes",2008,2,82,"online_start","online_only"
"MBDC1057","ChromDB","yes",2008,1,46,"online_start","online_only"
"MBDC1058","CMGSDB: Computational Modeling of Gene Silencing Database","yes",2008,1,1,"online_start","online_only"
"MBDC1059","ColiSNP","no",2008,1,14,"online_start","online_only"
"MBDC1060","CORUM","yes",2008,2,392,"online_start","online_only"
"MBDC1061","CoVDB","no",2008,1,21,"online_start","online_only"
"MBDC1062","COXPRESdb: Coexpressed gene database","yes",2008,4,193,"online_start","online_only"
"MBDC1063","CTCFBSDB: CTCF-Binding Site Database","yes",2008,2,90,"online_start","online_only"
"MBDC1064","Cyclebase","yes",2008,3,92,"online_start","online_only"
"MBDC1066","DIMA: Domain Interaction MAp","yes",2008,2,32,"online_start","online_only"
"MBDC1067","DOMINE","yes",2008,2,157,"online_start","online_only"
"MBDC1068","eggNOG: evolutionary genealogy of genes: Non-supervised Orthologous Groups","yes",2008,5,581,"online_start","online_only"
"MBDC1069","EPGD: Eukaryotic Paralog Group Database","no",2008,1,13,"online_start","online_only"
"MBDC1070","ERIC: Enteropathogen Resource Integration Center","no",2008,1,12,"online_start","online_only"
"MBDC1071","EuroPhenome","yes",2008,2,57,"online_start","online_only"
"MBDC1072","Evola","yes",2008,1,25,"online_start","online_only"
"MBDC1073","FLYSNPdb","yes",2009,1,10,"online_start","online_only"
"MBDC1074","F-SNP","yes",2008,1,218,"online_start","online_only"
"MBDC1075","FunSimMat: Functional Similarity Matrix","yes",2008,2,62,"online_start","online_only"
"MBDC1076","Gallus GBrowse","no",2008,1,4,"online_start","online_only"
"MBDC1077","GenoList","yes",2008,1,36,"online_start","online_only"
"MBDC1078","GDR: Genome Database for Rosaceae","yes",2008,2,160,"online_start","online_only"
"MBDC1079","GISSD: Group I Intron Sequence and Structure Database","yes",2008,1,39,"online_start","online_only"
"MBDC1080","GDB Structures","no",2008,1,29,"online_start","online_only"
"MBDC1081","GreenPhylDB","no",2008,2,102,"online_start","online_only"
"MBDC1082","Greglist: G-quadruplex REegulated Genes LISTing","yes",2008,1,34,"online_start","online_only"
"MBDC1083","GyDB: Gypsy Database","yes",2008,2,97,"online_start","online_only"
"MBDC1084","HEG-DB: Highly Expressed Genes DataBase","no",2008,1,33,"online_start","online_only"
