"db_id","resource_name","status","total_articles","total_citations","debut_yr","db_last_update","maintdiff","maint_aft_debut","quartile"
"MBDC0888","DRASTIC: Database Resource for the Analysis of Signal Transduction In Cells","yes",1,10,2006,2016,10,1,4
"MBDC0890","EndoNet: Endocrine Network","yes",2,13,2006,NA,NA,NA,4
"MBDC0829","iMOTdb","yes",1,1,2006,NA,NA,NA,4
"MBDC0859","QTL MatchMaker","yes",1,1,2006,NA,NA,NA,4
"MBDC0991","HMDB: Human Metabolome Database","yes",3,2462,2007,NA,NA,NA,1
"MBDC0979","BindingDB","yes",2,653,2007,2016,9,1,1
"NAR9324","wwPDB: World Wide Protein Data Bank","yes",2,630,2007,2017,10,1,1
"MBDC1032","MINT: The Molecular INTeraction database","yes",3,1123,2007,2013,6,1,1
"MBDC0447","DisProt: Database of Protein Disorder ","yes",1,473,2007,2016,9,1,1
"MBDC1014","SUBA","yes",2,434,2007,2014,7,1,1
"MBDC0968","VISTA Enhancer Browser","yes",1,291,2007,NA,NA,NA,1
"MBDC0934","ATTED-II: Arabidopsis thaliana trans-factor and cis-element prediction database","yes",2,497,2007,2015,8,1,1
"NAR9158","LMSD: LIPID MAPS Structure Database","yes",1,235,2007,2015,8,1,1
"MBDC0994","DIANA-miRGen","yes",3,295,2007,NA,NA,NA,2
"MBDC0975","Animal QTLdb: Animal Quantitative Trait Loci Database","yes",3,254,2007,2016,9,1,1
"MBDC0958","PolymiRTS Database: Polymorphism in microRNA Target Site","yes",3,232,2007,NA,NA,NA,2
"MBDC0931","OriDB","yes",2,147,2007,2012,5,1,2
"MBDC1034","euHCVdb: European Hepatitis C Virus Database","yes",1,100,2007,2011,4,1,1
"MBDC1007","Pseudogene.org","yes",1,95,2007,NA,NA,NA,2
"MBDC0960","UniHI: Unified Human Interactome","yes",3,151,2007,2014,7,1,2
"MBDC0959","MiST","yes",2,198,2007,2013,6,1,2
"MBDC1027","fRNAdb: functional RNA database","yes",2,165,2007,NA,NA,NA,2
"MBDC1008","qPrimerDepot","yes",1,79,2007,NA,NA,NA,2
"MBDC1015","SwissRegulon","yes",2,106,2007,NA,NA,NA,2
"MBDC0969","ApiDB: Apicomplexan DataBase","yes",1,76,2007,2016,9,1,2
"MBDC0995","MPD: Mouse Phenome Database","yes",4,203,2007,2017,10,1,2
"MBDC0996","MvirDB","yes",1,74,2007,NA,NA,NA,2
"MBDC1035","TRDB: Tandem Repeats Database","yes",1,74,2007,2016,9,1,2
"MBDC1031","VectorBase","yes",4,359,2007,2016,9,1,2
"MBDC0912","TBestDB: Taxonomically Broad EST DataBase","yes",1,70,2007,NA,NA,NA,2
"MBDC0937","U12DB: U12 Intron Database","yes",1,70,2007,NA,NA,NA,2
"MBDC1040","NMPDR: National Microbial Pathogen Database Resource","yes",1,69,2007,2009,2,1,2
"MBDC0945","Defensins knowledgebase","yes",1,66,2007,NA,NA,NA,2
"MBDC0955","Fungal Genome Size Database","yes",1,66,2007,2015,8,1,2
"MBDC0957","Animal Genome Size Database","yes",1,66,2007,NA,NA,NA,2
"MBDC0946","CutDB","yes",1,65,2007,2009,2,1,2
"MBDC0982","CSRDB: Cereal Small RNA Database","yes",1,63,2007,NA,NA,NA,2
"MBDC0947","RegTransBase","yes",1,61,2007,2012,5,1,2
"MBDC0917","ParameciumDB","yes",2,104,2007,NA,NA,NA,2
"MBDC0974","AgBase","yes",2,88,2007,NA,NA,NA,3
"MBDC0985","ENCODE UCSC Genome Browser","yes",5,759,2007,2016,9,1,2
"MBDC1000","PATRIC: PathoSystems Resource Integration Center","yes",2,201,2007,2017,10,1,2
"MBDC1010","SISYPHUS","yes",1,54,2007,2006,-1,0,2
"MBDC0893","MACiE: Mechanism, Annotation and Classification in Enzymes","yes",2,88,2007,2011,4,1,3
"MBDC0950","MAPU: MAx-Planck Unified proteome database","yes",2,64,2007,NA,NA,NA,3
"MBDC1039","ViTa","yes",1,49,2007,2006,-1,0,3
"MBDC0944","PAIDB: PAthogenicity Island DataBase","yes",2,54,2007,NA,NA,NA,3
"MBDC0973","PolyDoms","yes",1,43,2007,NA,NA,NA,3
"MBDC1001","PeroxisomeDB","yes",2,85,2007,NA,NA,NA,3
"MBDC1012","SNAPPI-DB: Structures, iNterfaces and Alignments of Protein-Protein Interactions DataBase","yes",1,40,2007,NA,NA,NA,3
"MBDC0643","BeetleBase","yes",2,108,2007,NA,NA,NA,3
"MBDC1020","FINDbase: Frequency of INherited Disorders database","yes",3,64,2007,NA,NA,NA,3
"MBDC0930","eSLDB: Eukaryotic Subcellular Localization DataBase","yes",1,35,2007,2008,1,0,3
"MBDC0935","GABI-Kat SimpleSearch","yes",2,131,2007,2014,7,1,2
"MBDC0977","GLYCOSCIENCES.de","yes",1,33,2007,2016,9,1,3
"MBDC1029","PGSB: Plant Genome and Systems Biology PlantsDB","yes",3,76,2007,NA,NA,NA,3
"NAR9096","Gene Aging Nexus","yes",1,33,2007,NA,NA,NA,3
"MBDC0924","DroSpeGe","yes",1,31,2007,2010,3,1,3
"MBDC0961","WormBook","yes",1,31,2007,2016,9,1,3
"MBDC0970","H-DBAS: Human-transcriptome DataBase for Alternative Splicing ","yes",2,53,2007,2011,4,1,3
"MBDC0978","Protein Classification Benchmark Collection","yes",1,30,2007,NA,NA,NA,3
"MBDC1003","Phospho3D","yes",2,50,2007,2010,3,1,3
"MBDC0787","SynDB","yes",1,28,2007,NA,NA,NA,3
"MBDC1581","GenomeRNAi","yes",3,104,2007,2016,9,1,3
"MBDC0932","InSatDb","yes",1,27,2007,NA,NA,NA,3
"MBDC0999","PathoPlant","yes",1,27,2007,2016,9,1,3
"MBDC0953","SYSTOMONAS","yes",1,24,2007,NA,NA,NA,3
"MBDC1028","PlasmID","yes",1,23,2007,NA,NA,NA,3
"MBDC0980","CellCircuits","yes",1,17,2007,NA,NA,NA,4
"MBDC1036","GenomeTrafac","yes",1,17,2007,NA,NA,NA,4
"NAR9127","HIV Positive Selection Mutation Database","yes",1,17,2007,NA,NA,NA,4
"MBDC0963","EVEREST: EVolutionary Ensembles of REcurrent SegmenTs","yes",1,11,2007,NA,NA,NA,4
"MBDC0967","SuperHapten","yes",1,9,2007,NA,NA,NA,4
"MBDC0013","EPConDB: Endocrine Pancreas Consortium Database","yes",1,8,2007,NA,NA,NA,4
"MBDC0794","CYCLONET","yes",1,7,2007,NA,NA,NA,4
"MBDC1006","Pristionchus.org","yes",1,7,2007,2016,9,1,4
"MBDC0936","PigGIS: Pig Genomic Informatics System","yes",1,4,2007,2010,3,1,4
"MBDC1026","OncoDB.HCC","yes",1,4,2007,NA,NA,NA,4
"MBDC0952","MamPol","yes",1,3,2007,NA,NA,NA,4
"MBDC1097","microRNA.org","yes",1,1037,2008,2010,2,1,1
"MBDC0257","BioMagResBank","yes",1,542,2008,2016,8,1,1
"MBDC0646","EMBL-EBI ChEBI: Chemical Entities of Biological Interest","yes",4,762,2008,2016,8,1,1
"MBDC1134","STITCH: Search Tool for InTeractions of CHemicals","yes",5,588,2008,NA,NA,NA,1
"MBDC1074","F-SNP","yes",1,218,2008,NA,NA,NA,1
"MBDC0420","BioCyc","yes",5,619,2008,2016,8,1,1
"MBDC1133","SmedGD: Schmidtea mediterranea Genome Database","yes",1,179,2008,NA,NA,NA,1
"MBDC1112","PhosPhAt","yes",3,365,2008,NA,NA,NA,1
"MBDC1024","ChemBank","yes",1,171,2008,NA,NA,NA,1
"NAR9222","Phospho.ELM","yes",2,412,2008,NA,NA,NA,1
"MBDC1104","NetworKIN","yes",1,166,2008,NA,NA,NA,1
"MBDC1060","CORUM","yes",2,392,2008,NA,NA,NA,1
"MBDC1092","M3D: Many Microbe Microarrays Database","yes",1,131,2008,NA,NA,NA,1
"MBDC1068","eggNOG: evolutionary genealogy of genes: Non-supervised Orthologous Groups","yes",5,581,2008,2015,7,1,1
"MBDC1078","GDR: Genome Database for Rosaceae","yes",2,160,2008,2016,8,1,2
"MBDC1105","NORINE","yes",2,117,2008,2016,8,1,2
"MBDC1117","PlantTFDB: Transcription Factors DataBase","yes",3,471,2008,2016,8,1,1
"MBDC1098","miRGator","yes",3,175,2008,NA,NA,NA,2
"MBDC1125","PubMeth","yes",1,99,2008,NA,NA,NA,2
"MBDC1090","ITS2: Internal Transcribed Spacer 2","yes",2,221,2008,NA,NA,NA,2
"NAR9035","CATDB: Complete Arabidopsis Transcriptome Database","yes",2,94,2008,NA,NA,NA,2
"MBDC1136","SuperTarget","yes",2,140,2008,NA,NA,NA,2
"NAR9160","Matador","yes",1,91,2008,NA,NA,NA,2
"MBDC1046","AtPID: Arabidopsis thaliana Protein Interactome Database","yes",2,103,2008,NA,NA,NA,3
"MBDC1130","RNAJunction","yes",1,85,2008,NA,NA,NA,2
"MBDC1062","COXPRESdb: Coexpressed gene database","yes",4,193,2008,2014,6,1,2
"MBDC0926","Plant Ontology Database","yes",1,83,2008,2016,8,1,2
"MBDC1049","Binding MOAD: Mother of All Databases","yes",2,85,2008,2014,6,1,2
"MBDC1151","Xenbase","yes",4,220,2008,2017,9,1,2
"MBDC1522","HotRegion","yes",2,111,2008,NA,NA,NA,2
"MBDC1067","DOMINE","yes",2,157,2008,2010,2,1,2
"MBDC1137","Telomerase Database","yes",1,72,2008,NA,NA,NA,2
"MBDC1063","CTCFBSDB: CTCF-Binding Site Database","yes",2,90,2008,NA,NA,NA,2
"MBDC1128","REDfly","yes",2,142,2008,2017,9,1,2
"NAR9248","QuadBase","yes",1,64,2008,NA,NA,NA,2
"MBDC1113","PhylomeDB","yes",3,198,2008,2016,8,1,2
"MBDC1056","CFGP: Comparative Fungal Genomics Platform","yes",2,82,2008,NA,NA,NA,2
"MBDC1041","3D rRNA Modification Maps Database","yes",1,59,2008,2007,-1,0,3
"MBDC0492","hepatitis C sequence database in Los Alamos","yes",1,54,2008,NA,NA,NA,3
"MBDC0685","H-InvDB: H-Invitational Database","yes",3,98,2008,2015,7,1,3
"MBDC1108","OrthoDB","yes",4,286,2008,NA,NA,NA,2
"MBDC1140","TOPDB: Topology Data Bank of Transmembrane Proteins","yes",2,54,2008,2014,6,1,3
"MBDC1057","ChromDB","yes",1,46,2008,2015,7,1,3
"MBDC1119","ppdb: plant promoter database ","yes",2,59,2008,2015,7,1,3
"MBDC1150","MapX","yes",1,45,2008,NA,NA,NA,3
"MBDC1075","FunSimMat: Functional Similarity Matrix","yes",2,62,2008,2012,4,1,3
"MBDC1149","Vir-Mir db","yes",1,44,2008,NA,NA,NA,3
"MBDC0628","Oryza Tag Line","yes",1,42,2008,NA,NA,NA,3
"MBDC1045","ATDB: Animal Toxin Database","yes",1,42,2008,2014,6,1,3
"MBDC1127","REDDB: RESP ESP charge DDataBase","yes",1,41,2008,NA,NA,NA,3
"MBDC1079","GISSD: Group I Intron Sequence and Structure Database","yes",1,39,2008,NA,NA,NA,3
"MBDC1048","Bacteriome.org","yes",1,38,2008,NA,NA,NA,3
"MBDC1148","VIOLIN: Vaccine Investigation and Online Information Network","yes",2,57,2008,NA,NA,NA,3
"MBDC1064","Cyclebase","yes",3,92,2008,NA,NA,NA,3
"MBDC1077","GenoList","yes",1,36,2008,NA,NA,NA,3
"MBDC1082","Greglist: G-quadruplex REegulated Genes LISTing","yes",1,34,2008,NA,NA,NA,3
"MBDC1083","GyDB: Gypsy Database","yes",2,97,2008,NA,NA,NA,3
"MBDC1095","MetaCrop","yes",2,50,2008,NA,NA,NA,3
"MBDC1129","RNA FRABASE","yes",1,30,2008,2016,8,1,3
"MBDC1111","PepCyber","yes",1,29,2008,2010,2,1,3
"MBDC1121","PROCOGNATE","yes",1,29,2008,NA,NA,NA,3
"MBDC1131","SelenoDB","yes",2,36,2008,NA,NA,NA,3
"MBDC1110","PBmice","yes",1,28,2008,2011,3,1,3
"MBDC1071","EuroPhenome","yes",2,57,2008,2014,6,1,3
"NAR9077","EMPReSS","yes",2,57,2008,NA,NA,NA,3
"MBDC1072","Evola","yes",1,25,2008,2015,7,1,4
"MBDC1102","MutDB","yes",1,24,2008,NA,NA,NA,4
"MBDC1106","OPTIC: Orthologous and Paralogous Transcripts In Clades","yes",1,22,2008,2010,2,1,4
"MBDC1135","SuperCAT","yes",1,21,2008,2015,7,1,4
"MBDC1103","Narcisse","yes",1,20,2008,2014,6,1,4
"MBDC1142","TranspoGene","yes",1,20,2008,NA,NA,NA,4
"MBDC1093","MALISAM: Manual ALIgnments for Structurally Analogous Motifs","yes",1,17,2008,NA,NA,NA,4
"MBDC1094","MegaMotifBase","yes",1,17,2008,NA,NA,NA,4
"MBDC1115","PODB: Plant Organelles DataBase","yes",1,17,2008,NA,NA,NA,4
"MBDC1143","UCSD-Nature Signaling Gateway Molecule Pages","yes",1,16,2008,2013,5,1,4
"MBDC1066","DIMA: Domain Interaction MAp","yes",2,32,2008,2010,2,1,4
"MBDC1100","MSY Breakpoint Mapper","yes",1,11,2008,2014,6,1,4
"MBDC1120","PPT-DB: protein Property Prediction and Testing DataBase","yes",1,10,2008,NA,NA,NA,4
"MBDC1138","Cell Cycle Database","yes",1,10,2008,NA,NA,NA,4
"MBDC1101","MMdb: MUGEN Mouse Database","yes",1,9,2008,NA,NA,NA,4
"MBDC1116","GCP: Generation Challenge Programme","yes",1,8,2008,2014,6,1,4
"MBDC1058","CMGSDB: Computational Modeling of Gene Silencing Database","yes",1,1,2008,NA,NA,NA,4
"MBDC1211","CAZy: Carbohydrate-Active EnZymes database","yes",2,3103,2009,2016,7,1,1
"MBDC1204","PID: Pathway Interaction Database ","yes",1,521,2009,2016,7,1,1
"MBDC1234","miR2Disease","yes",1,444,2009,2008,-1,0,1
"MBDC0490","GtRNAdb: Genomic tRNA Database","yes",2,330,2009,NA,NA,NA,1
"MBDC0251","tRNAdb","yes",1,304,2009,NA,NA,NA,1
"MBDC1264","DIANA-TarBase","yes",3,625,2009,NA,NA,NA,1
"MBDC1207","ARDB: Antibiotic Resistance Genes Database","yes",1,267,2009,2009,0,0,1
"MBDC1209","UniPROBE: Universal PBM Resource for Oligonucleotide Binding Evaluation","yes",3,318,2009,2016,7,1,2
"MBDC1205","PPDB: Plant Proteomics Database at Cornell","yes",1,196,2009,2014,5,1,1
"MBDC1250","DOOR: Database for prOkaryotic OpeRons","yes",2,207,2009,NA,NA,NA,1
"MBDC1233","HIV-1-Human Interaction database","yes",2,167,2009,2016,7,1,2
"MBDC1737","IUPHAR/BPS Guide to PHARMACOLOGY","yes",5,1044,2009,2017,8,1,2
"MBDC1274","AutDB","yes",1,127,2009,2013,4,1,2
"MBDC1203","TBDB: Tuberculosis Database","yes",1,119,2009,2014,5,1,2
"MBDC1227","ConsensusPathDB","yes",3,372,2009,2017,8,1,2
"MBDC1244","INTERFEROME","yes",2,218,2009,NA,NA,NA,2
"MBDC1188","CTD: Comparative Toxicogenomics Database","yes",4,456,2009,2016,7,1,2
"MBDC1213","CTdatabase: Cancer-Testis Database","yes",1,103,2009,NA,NA,NA,2
"MBDC1285","PIPs: Protein-protein Interaction Prediction","yes",1,99,2009,NA,NA,NA,2
"MBDC1269","ConSurf-DB","yes",1,88,2009,2013,4,1,2
"MBDC1210","HAMAP: High-quality Automated and Manual Annotation of microbial Proteomes","yes",3,135,2009,2016,7,1,2
"MBDC1187","Degradome database","yes",2,83,2009,2016,7,1,2
"MBDC1291","SpBase","yes",1,82,2009,2017,8,1,2
"MBDC1245","P3DB: Plant Protein Phosphorylation DataBase","yes",2,98,2009,NA,NA,NA,2
"MBDC1215","CC+: Coiled Coils","yes",1,72,2009,NA,NA,NA,2
"MBDC1236","FlyEx","yes",1,62,2009,NA,NA,NA,2
"MBDC1219","SchistoDB","yes",2,86,2009,2017,8,1,2
"MBDC1193","ZiFDB: Zinc Finger Database","yes",2,64,2009,NA,NA,NA,2
"MBDC1229","Human Proteinpedia","yes",1,54,2009,NA,NA,NA,2
"MBDC1258","PAZAR database","yes",1,50,2009,NA,NA,NA,3
"MBDC1189","ExplorEnz","yes",1,49,2009,2016,7,1,3
"MBDC1197","GiardiaDB","yes",1,48,2009,2016,7,1,3
"MBDC1218","PeroxiBase","yes",2,88,2009,2016,7,1,3
"MBDC1283","MnM: Minimotif Miner","yes",2,76,2009,NA,NA,NA,3
"NAR9302","TrichDB","yes",1,48,2009,2016,7,1,3
"MBDC1226","KineticDB","yes",1,47,2009,NA,NA,NA,3
"NAR9206","OperonDB","yes",1,46,2009,2010,1,0,3
"MBDC1279","sRNAMap: Small non-coding RNAs ","yes",1,45,2009,NA,NA,NA,3
"MBDC1255","Voronoia","yes",1,44,2009,NA,NA,NA,3
"MBDC1239","MMsINC","yes",1,42,2009,NA,NA,NA,3
"MBDC1232","miROrtho","yes",1,41,2009,NA,NA,NA,3
"MBDC1267","CentrosomeDB","yes",2,50,2009,NA,NA,NA,3
"MBDC1273","Kinomer","yes",1,38,2009,NA,NA,NA,3
"MBDC1228","G2Cdb: Genes to Cognition","yes",1,33,2009,2016,7,1,3
"MBDC1217","CPDB: Circular Permutation Database","yes",1,32,2009,NA,NA,NA,3
"MBDC1277","SuperToxic","yes",1,32,2009,NA,NA,NA,3
"MBDC0672","GabiPD: GABI Primary Database","yes",1,30,2009,2013,4,1,3
"MBDC1216","BPS: Base-Pair Structure","yes",1,30,2009,NA,NA,NA,3
"MBDC1287","AHD: Arabidopsis Hormone Database","yes",2,51,2009,2010,1,0,3
"MBDC1208","PiSite","yes",1,28,2009,NA,NA,NA,3
"MBDC1222","ATGC: Alignable Tight Genomic Clusters","yes",1,28,2009,2007,-2,0,3
"MBDC1191","DiProDB: DInucleotide PROperty DataBase","yes",1,26,2009,NA,NA,NA,3
"MBDC1270","metaTIGER","yes",1,26,2009,NA,NA,NA,3
"NAR9241","PseudoBase++","yes",1,26,2009,NA,NA,NA,3
"MBDC1271","MoKCa: Mutations, Oncogenes, Knowledge & Cancer","yes",1,25,2009,NA,NA,NA,4
"MBDC1281","BloodExpress","yes",1,25,2009,NA,NA,NA,3
"MBDC1517","Selectome","yes",2,38,2009,2017,8,1,4
"MBDC1249","SNPLogic","yes",1,22,2009,NA,NA,NA,4
"MBDC1286","HGPD: Human Gene and Protein Database","yes",2,35,2009,2016,7,1,4
"MBDC1196","SuperSite","yes",1,20,2009,NA,NA,NA,4
"MBDC1251","Pseudofam","yes",1,18,2009,2010,1,0,4
"MBDC1284","AS-ALPS: Alternative Splicing-induced Alteration of Protein Structure","yes",1,18,2009,NA,NA,NA,4
"MBDC1224","MachiBase","yes",1,17,2009,NA,NA,NA,4
"MBDC1223","tRNADB-CE: tRNA gene DataBase Curated by Experts","yes",2,40,2009,2016,7,1,4
"MBDC1288","TcSNP","yes",1,14,2009,2012,3,1,4
"MBDC1199","GermSAGE","yes",1,13,2009,NA,NA,NA,4
"MBDC1252","RsiteDB","yes",1,13,2009,NA,NA,NA,4
"MBDC1262","VarySysDB","yes",1,13,2009,NA,NA,NA,4
"MBDC1289","Aspergillus Genomes and Cloud","yes",1,12,2009,2014,5,1,4
"MBDC1186","OKCAM: Ontology-based Knowledgebase for Cell Adhesion Molecules","yes",1,11,2009,NA,NA,NA,4
"MBDC1073","FLYSNPdb","yes",1,10,2009,NA,NA,NA,4
"MBDC1266","EVOG: Evolutionary Visualizer for Overlapping Genes","yes",1,10,2009,NA,NA,NA,4
"MBDC1201","CleanEST","yes",1,9,2009,NA,NA,NA,4
"MBDC1290","ISED: Influenza Sequence and Epitope Database","yes",1,9,2009,NA,NA,NA,4
"MBDC1198","RiceGeneThresher","yes",1,8,2009,NA,NA,NA,4
"MBDC1256","MDPD: Mutation Database for Parkinson's Disease","yes",1,8,2009,NA,NA,NA,4
"MBDC1253","OligoArrayDb","yes",1,7,2009,NA,NA,NA,4
"MBDC1200","PhyloPat","yes",1,6,2009,NA,NA,NA,4
"MBDC1238","DNAReplication","yes",1,6,2009,2009,0,0,4
"MBDC1214","Strepto-DB","yes",1,5,2009,NA,NA,NA,4
"MBDC1192","JAIL: Just Another Interface Library","yes",1,4,2009,2009,0,0,4
"MBDC0779","IEDB: Immune Epitope Database","yes",3,466,2010,NA,NA,NA,2
"MBDC0651","COSMIC: Catalogue Of Somatic Mutations In Cancer","yes",3,1858,2010,2016,6,1,1
"MBDC1386","PrimerBank","yes",2,361,2010,NA,NA,NA,1
"MBDC1358","MicrobesOnline","yes",1,212,2010,2011,1,0,1
"MBDC1360","TriTrypDB","yes",1,211,2010,2017,7,1,1
"MBDC1387","PlnTFDB: Plant Transcription Factor Database","yes",1,205,2010,NA,NA,NA,1
"MBDC1368","NCBI BioSystems","yes",1,192,2010,2011,1,0,1
"NAR9197","NCBI PubChem BioAssay","yes",3,470,2010,NA,NA,NA,1
"MBDC1343","TransmiR","yes",1,169,2010,2013,3,1,1
"MBDC0187","ELM: Eukaryotic Linear Motif","yes",4,489,2010,2016,6,1,1
"MBDC1385","CAMP: Collection of Anti-Microbial Peptides","yes",3,190,2010,NA,NA,NA,2
"MBDC1382","BioNumbers Database","yes",1,126,2010,NA,NA,NA,2
"MBDC1349","NNDB: Nearest Neighbor Database","yes",1,118,2010,2011,1,0,2
"MBDC1294","EMBL-EBI Gene Expression Atlas","yes",4,321,2010,2016,6,1,2
"MBDC0919","SoyBase","yes",1,100,2010,2017,7,1,2
"NAR9078","Ensembl Genomes","yes",4,282,2010,2016,6,1,2
"MBDC1348","SuperCYP","yes",1,93,2010,NA,NA,NA,2
"NAR9081","EuPathDB: Eukaryotic Pathogen Database","yes",2,127,2010,2016,6,1,2
"MBDC1362","SMPDB: Small Molecule Pathway Database ","yes",2,115,2010,NA,NA,NA,2
"MBDC1359","AspGD: Aspergillus Genome Database","yes",3,195,2010,2015,5,1,2
"MBDC1456","NCBI SRA: Sequence Read Archive","yes",3,443,2010,2017,7,1,2
"MBDC1364","Negatome","yes",2,80,2010,NA,NA,NA,3
"MBDC1378","GeneSigDB","yes",2,104,2010,2011,1,0,2
"MBDC1367","DRYGIN: Data Repository of Yeast Genetic Interactions","yes",1,59,2010,2010,0,0,3
"MBDC0456","PDBe: Protein Data Bank in Europe","yes",5,211,2010,2017,7,1,3
"MBDC1388","PRGdb: Plant Resistance Gene database","yes",2,89,2010,2014,4,1,3
"MBDC1371","Gene Wiki","yes",2,79,2010,2016,6,1,3
"MBDC1363","NCBI IBIS: Inferred Biomolecular Interaction Server","yes",2,84,2010,2016,6,1,3
"MBDC1383","T3DB: Toxin and Toxin-Target Database","yes",2,56,2010,NA,NA,NA,3
"MBDC1158","FlyTF","yes",1,40,2010,NA,NA,NA,3
"NAR9265","SALAD database","yes",1,35,2010,2012,2,1,3
"MBDC1345","HHMD: Human Histone Modification Database","yes",1,33,2010,2009,-1,0,3
"MBDC1341","3D-Footprint","yes",1,32,2010,2016,6,1,3
"MBDC1376","SelTarbase: Selective Targets database","yes",1,29,2010,2013,3,1,3
"NAR9074","EMMA: European Mouse Mutant Archive","yes",1,28,2010,NA,NA,NA,4
"MBDC1365","GWIDD: Genome WIde Docking Database","yes",1,26,2010,NA,NA,NA,4
"MBDC1361","MetaBioME","yes",1,23,2010,NA,NA,NA,4
"NAR9196","NCBI Peptidome","yes",1,23,2010,2012,2,1,4
"MBDC1380","PLANdbAffy","yes",1,21,2010,NA,NA,NA,4
"MBDC1390","AntigenDB","yes",1,21,2010,NA,NA,NA,4
"NAR9243","PSI-MR: Protein Structure Initiative Material Repository","yes",1,20,2010,NA,NA,NA,4
"NAR9189","NBRP: National BioResource Project","yes",1,19,2010,2017,7,1,4
"MBDC1022","MiCroKit","yes",2,22,2010,2014,4,1,4
"MBDC1373","NCG: Network for Cancer Genes","yes",3,47,2010,NA,NA,NA,3
"NAR9144","ISbrowser","yes",1,17,2010,NA,NA,NA,4
"MBDC1354","ComSin","yes",1,16,2010,NA,NA,NA,4
"MBDC1346","MeMotif","yes",1,14,2010,2011,1,0,4
"MBDC1356","PhiSITE","yes",1,14,2010,2009,-1,0,4
"MBDC1374","dbDEPC: Database of Differentially Expressed Proteins in human Cancers","yes",2,19,2010,2011,1,0,4
"MBDC1381","GeMInA: Genomic Metadata for Infectious Agents","yes",1,11,2010,2009,-1,0,4
"MBDC1391","MouseIndelDB","yes",1,11,2010,NA,NA,NA,4
"MBDC1350","3DNALandscapes","yes",1,8,2010,2009,-1,0,4
"MBDC1340","EMBL-EBI Non-Redundant Patent Sequence Databases","yes",1,7,2010,NA,NA,NA,4
"MBDC1369","MouseBook","yes",1,7,2010,NA,NA,NA,4
"MBDC1355","PNU: Protein Naming Utility","yes",1,4,2010,NA,NA,NA,4
"MBDC1392","Allele Frequency Net","yes",2,488,2011,2015,4,1,1
"MBDC1423","miRTarBase","yes",3,701,2011,2015,4,1,1
"MBDC1428","Pathway Commons","yes",1,322,2011,NA,NA,NA,1
"MBDC1420","LncRNAdb","yes",2,334,2011,2015,4,1,1
"MBDC1447","StarBase","yes",2,464,2011,2013,2,1,1
"MBDC0268","CMBI PDB related databases","yes",2,280,2011,NA,NA,NA,1
"MBDC1433","PHOSIDA","yes",1,184,2011,NA,NA,NA,1
"MBDC1331","SGN: Sol Genomics Network","yes",2,186,2011,2017,6,1,1
"MBDC0618","AGRIS: Arabidopsis Gene Regulatory Information Server","yes",1,133,2011,2016,5,1,1
"MBDC1440","RBPDB: RNA-Binding Protein DataBase","yes",1,117,2011,2012,1,0,1
"MBDC1426","OMA: Orthologous Matrix","yes",2,146,2011,2016,5,1,1
"MBDC1311","EMDataBank: Electron Microscopy DataBank","yes",2,109,2011,2016,5,1,2
"MBDC1443","RiceXPro","yes",2,169,2011,NA,NA,NA,2
"MBDC1414","HGD: Hymenoptera Genome Database","yes",2,104,2011,NA,NA,NA,2
"MBDC1333","TADB: Type 2 toxin-Antitoxin DataBase","yes",1,93,2011,2016,5,1,2
"MBDC1411","Gene Expression Barcode","yes",2,110,2011,NA,NA,NA,2
"MBDC1395","AREsite: AU-Rich Elements","yes",2,90,2011,NA,NA,NA,2
"MBDC0928","DroID: Drosophila Interactions Database","yes",1,85,2011,2015,4,1,2
"MBDC1312","FlyFactorSurvey","yes",1,76,2011,NA,NA,NA,2
"MBDC1394","ArachnoServer","yes",1,71,2011,NA,NA,NA,2
"MBDC1319","MatrixDB","yes",2,73,2011,NA,NA,NA,2
"MBDC1327","PIR PRO: PRotein Ontology","yes",2,83,2011,NA,NA,NA,2
"MBDC1396","ASD: AlloSteric Database","yes",3,105,2011,NA,NA,NA,2
"MBDC1316","IKMC: International Knockout Mouse Consortium Web Portal","yes",1,61,2011,2016,5,1,2
"MBDC1413","HIT: Herb Ingredients Targets","yes",1,55,2011,NA,NA,NA,2
"MBDC1412","GlycomeDB","yes",1,51,2011,2011,0,0,2
"MBDC1337","ViralZone","yes",2,62,2011,2016,5,1,2
"NAR9142","INSDC: International Nucleotide Sequence Database Collaboration","yes",4,166,2011,NA,NA,NA,2
"MBDC1304","ChemProt","yes",2,77,2011,NA,NA,NA,2
"MBDC1314","HitPredict","yes",1,44,2011,2015,4,1,2
"MBDC1436","PRIDB: Protein-RNA Interface DataBase","yes",1,44,2011,2013,2,1,2
"MBDC1302","CancerResource","yes",2,42,2011,NA,NA,NA,2
"MBDC1435","PREX: PeroxiRedoxin classification indEX","yes",1,41,2011,NA,NA,NA,2
"MBDC1417","IsoBase","yes",1,40,2011,2014,3,1,3
"MBDC1301","BRENDA BTO: BRENDA Tissue Ontology","yes",1,39,2011,2016,5,1,3
"MBDC1438","ProtCID: Protein Common Interface Database","yes",1,38,2011,2016,5,1,3
"MBDC1400","CADgene: Coronary Artery Disease ","yes",1,37,2011,NA,NA,NA,3
"MBDC1430","PCDDB: Protein Circular Dichroism Data Bank","yes",1,37,2011,2017,6,1,3
"MBDC1409","EffectiveDB","yes",2,35,2011,2016,5,1,3
