"db_id","article_id","resource_name","access","available","unavailable_message","available_update_date","notes","article_year","citations","status","debut_yr","total_articles","total_citations","article_status","issue_rank","issue_percent_rank","ave_issue_percent_rank","quartile"
"MBDC0104",729,"DIP: Database of Interacting Proteins","http://dip.doe-mbi.ucla.edu","yes","not_applicable","2014","not_applicable",2002,993,"yes",2000,4,2825,"update",3,0.973214285714286,0.899168241134535,1
"MBDC0041",705,"PlantCARE","http://sphinx.rug.ac.be:8080/PlantCARE/","no","can't be reached","not_applicable","not_applicable",2002,921,"no",1999,2,1075,"update",4,0.964285714285714,0.886904761904762,1
"MBDC0215",745,"PROSITE","http://www.expasy.org/prosite/","yes","not_applicable","2017","not_applicable",2002,857,"yes",1991,13,5812,"update",5,0.955357142857143,0.918518412266522,1
"MBDC0027",762,"Ensembl","http://www.ensembl.org/","yes","not_applicable","2016","not_applicable",2002,823,"yes",2002,15,6128,"debut",6,0.946428571428571,0.884532179089651,1
"MBDC0112",744,"KEGG: Kyoto Encyclopedia of Genes and Genomes","http://www.genome.ad.jp","yes","not_applicable","2017","not_applicable",2002,746,"yes",1999,11,16832,"update",7,0.9375,0.979051841292274,1
"NAR9177",741,"MIPS: Martinsried Institute for Protein Sequences","http://mips.gsf.de","no","related generic reseach institution site redirect","not_applicable","not_applicable",2002,674,"no",1997,9,2046,"update",8,0.928571428571429,0.779562801055624,1
"MBDC0218",735,"SMART: Simple Modular Architecture Research Tool","http://smart.embl-heidelberg.de","yes","not_applicable","unknown","not_applicable",2002,544,"yes",1999,8,4606,"update",9,0.919642857142857,0.931959138296375,1
"MBDC0204",768,"NCBI CDD: Conserved Domain Database","https://www.ncbi.nlm.nih.gov/Structure/cdd/cdd.shtml","yes","not_applicable","unknown","not_applicable",2002,446,"yes",2002,8,5537,"debut",10,0.910714285714286,0.955804671909001,1
"MBDC0003",767,"NCBI Genbank","http://www.ncbi.nlm.nih.gov/","yes","not_applicable","2017","not_applicable",2002,424,"yes",1991,24,7582,"update",11,0.901785714285714,0.846557240465988,1
"MBDC0282",700,"SCOP: Structural Classification of Proteins","http://scop.mrc-lmb.cam.ac.uk/scop","yes","not_applicable","2009","not_applicable",2002,384,"yes",1997,7,2578,"update",12,0.892857142857143,0.901089709743471,1
"MBDC0108",761,"EcoCyc","http://ecocyc.org/","yes","not_applicable","2016","not_applicable",2002,305,"yes",1996,10,1916,"update",13,0.883928571428571,0.758325888756542,1
"MBDC0143",695,"OMIM: Online Mendelian Inheritance in Man","www.ncbi.nlm.nih.gov/omim","yes","not_applicable","unknown","not_applicable",2002,286,"yes",1994,5,1766,"update",14,0.875,0.83479183109708,1
"MBDC0357",718,"SGD: Saccharomyces Genome Database","http://genome-www.stanford.edu/Saccharomyces","yes","not_applicable","2017","not_applicable",2002,262,"yes",1998,14,2094,"update",15,0.866071428571429,0.665053335496153,2
"MBDC0174",659,"InBase: New England Biolabs Intein Database","http://www.neb.com/neb/inteins.html","no","not found","not_applicable","not_applicable",2002,249,"no",1999,3,339,"update",16,0.857142857142857,0.635472739820566,2
"MBDC0421",770,"BRENDA: BRaunschweig ENzyme Database","http://www.brenda.uni-koeln.de","yes","not_applicable","2016","not_applicable",2002,231,"yes",2002,7,1407,"debut",17,0.848214285714286,0.836400029776785,1
"NAR9156",731,"LIGAND","http://www.genome.ad.jp/ligand/","yes","not_applicable","2016","not_applicable",2002,226,"yes",1999,3,275,"update",18,0.839285714285714,0.492184265010352,3
"MBDC0517",703,"JSNP: Japanese Single Nucleotide Polymorphism","http://snp.ims.u-tokyo.ac.jp/","no","can't be reached","not_applicable","not_applicable",2002,214,"no",2002,1,214,"debut",19,0.830357142857143,0.830357142857143,1
"MBDC0463",710,"European Ribosomal RNA Database","http://rrna.uia.ac.be/ssu/","no","can't be reached","not_applicable","not_applicable",2002,202,"yes",1991,17,2134,"update",20,0.821428571428571,0.71381754248527,2
"MBDC0285",724,"SUPERFAMILY","http://supfam.org","yes","not_applicable","unknown","not_applicable",2002,180,"yes",2002,6,770,"debut",21,0.8125,0.759002708816772,1
"MBDC0114",693,"MetaCyc","http://ecocyc.org/ecocyc/metacyc.html","no","not found","not_applicable","not_applicable",2002,176,"yes",2002,8,1204,"debut",22,0.803571428571429,0.806738786113927,1
"MBDC0315",715,"TTD: Therapeutic Target Database","http://xin.cz3.nus.edu.sg/group/ttd/ttd.asp","no","can't be reached","not_applicable","not_applicable",2002,175,"yes",2002,5,496,"debut",23,0.794642857142857,0.759269280102614,1
"NAR9087",701,"FLAGdb/FST","http://genoplante-info.infobiogen.fr","no","can't be reached","not_applicable","not_applicable",2002,174,"no",2002,1,174,"debut",24,0.785714285714286,0.785714285714286,1
"MBDC0392",760,"PharmGKB","http://www.pharmgkb.org/","yes","not_applicable","unknown","not_applicable",2002,169,"yes",2002,2,220,"debut",25,0.776785714285714,0.612991787624141,2
"MBDC0252",670,"UTRdb: UnTranslated Regions of eukaryotic mRNAs database","http://bighost.area.ba.cnr.it/BIG/UTRHome/","no","can't be reached","not_applicable","Other; not considering UTRsite separate",2002,168,"yes",1998,6,539,"update",26,0.767857142857143,0.588945196573164,2
"MBDC0194",699,"PIR: Protein Identification Resouce","http://pir.georgetown.edu/","yes","not_applicable","unknown","not_applicable",2002,164,"yes",1991,12,975,"update",28,0.75,0.557221018603154,2
"MBDC0591",726,"DBTSS: DataBase of Transcriptional Start Sites","http://elmo.ims.u-tokyo.ac.jp/dbtss/","no","not found","not_applicable","not_applicable",2002,164,"yes",2002,7,341,"debut",27,0.758928571428571,0.403540301623184,3
"MBDC0276",736,"RCSB PDB: Protein Data Bank","http://www.pdb.org/","yes","not_applicable","2017","not_applicable",2002,163,"yes",2000,9,17915,"update",29,0.741071428571429,0.774181182597738,1
"MBDC0177",714,"MEROPS","http://www.merops.ac.uk","yes","not_applicable","2017","Naming; named aftered a Bee eating bird (Merops bullockoides) because it nests in colonies that are divided into families and clans",2002,153,"yes",1999,10,2774,"update",30,0.732142857142857,0.849291614175441,1
"MBDC0527",758,"MAtDB: MIPS Arabidopsis thaliana Database","http://mips.gsf.de/proj/thal/db","no","not found","not_applicable","not_applicable",2002,148,"no",2002,2,226,"debut",31,0.723214285714286,0.640917487684729,2
"NAR9162",765,"MDB: Metalloprotein Database","http://metallo.scripps.edu","no","can't be reached","not_applicable","not_applicable",2002,146,"no",2002,1,146,"debut",32,0.714285714285714,0.714285714285714,2
"MBDC0607",706,"Gramene","http://www.gramene.org","yes","not_applicable","2016","not_applicable",2002,135,"yes",2002,6,551,"debut",33,0.705357142857143,0.71520728641128,2
"MBDC0002",708,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/embl/","yes","not_applicable","2017","Disambiguation; aka EMBL-Bank",2002,115,"yes",1991,23,1469,"update",34,0.696428571428571,0.577741025455989,2
"MBDC0230",692,"5S rRNA Data Bank (Erdmann)","http://biobases.ibch.poznan.pl/5SData","yes","not_applicable","unknown","not_applicable",2002,112,"yes",1991,7,254,"update",35,0.6875,0.41879110007579,3
"NAR9233",702,"Predictome","http://predictome.bu.edu","no","service unavailable","not_applicable","Access - Failure Notes; Service Status; apache server alert",2002,110,"no",2002,1,110,"debut",36,0.678571428571429,0.678571428571429,2
"NAR9023",733,"ASTRAL Compendium","http://astral.stanford.edu/","no","can't be reached","not_applicable","not_applicable",2002,105,"no",2000,3,924,"update",37,0.669642857142857,0.812519633040623,1
"MBDC0131",712,"GWAS Centeral ","http://hgvbase.cgb.ki.se","no","can't be reached","not_applicable","Provenance; formerly known as HGBASE and predecessor to GWAS Central",2002,104,"yes",2000,4,286,"update",38,0.660714285714286,0.554041874583624,2
"MBDC0336",678,"RiceGAAS","http://RiceGAAS.dna.affrc.go.jp/","yes","not_applicable","unknown","Service Status; THIS WEB SITE WILL BE CLOSED IN MARCH, 2017.",2002,102,"yes",2002,1,102,"debut",39,0.651785714285714,0.651785714285714,2
"MBDC0299",713,"RIDOM","http://www.ridom.de/","yes","not_applicable","2016","not_applicable",2002,96,"yes",2002,1,96,"debut",40,0.642857142857143,0.642857142857143,2
"MBDC0073",676,"HGNC Genenames.org","http://www.gene.ucl.ac.uk/cgi-bin/nomenclature/searchgenes.pl","no","can't be reached","not_applicable","not_applicable",2002,92,"yes",2002,7,857,"debut",41,0.633928571428571,0.712463044977066,2
"MBDC0087",665,"MGD: Mouse Genome Database","http://www.informatics.jax.org","yes","not_applicable","2016","not_applicable",2002,90,"yes",1997,20,1878,"update",42,0.625,0.633001319915661,2
"MBDC0096",671,"SubtiList","http://genolist.pasteur.fr/","yes","not_applicable","unknown","not_applicable",2002,88,"yes",2002,1,88,"debut",43,0.616071428571429,0.616071428571429,2
"MBDC0345",682,"TRANSCompel","http://www.gene-regulation.com/pub/databases.html#transcompel","yes","not_applicable","2005","not_applicable",2002,88,"yes",2002,1,88,"debut",44,0.607142857142857,0.607142857142857,2
"NAR9267",759,"SCOR: Structural Classification of RNA","http://scor.lbl.gov","no","can't be reached","not_applicable","not_applicable",2002,88,"no",2002,2,154,"debut",45,0.598214285714286,0.547383004926108,2
"MBDC0008",696,"Homophila","http://homophila.sdsc.edu","no","can't be reached","not_applicable","not_applicable",2002,87,"no",2002,1,87,"debut",46,0.589285714285714,0.589285714285714,2
"MBDC0091",757,"PlasmoDB","http://PlasmoDB.org","yes","not_applicable","2017","not_applicable",2002,86,"yes",2001,4,714,"update",47,0.580357142857143,0.690120470622096,2
"MBDC0380",743,"NCIR: Non-Canonical Interactions in known RNA structures","http://prion.bchs.uh.edu/bppe/","no","can't be reached","not_applicable","not_applicable",2002,83,"no",2000,2,160,"update",48,0.571428571428571,0.607453416149068,2
"MBDC0049",769,"TRRD: Transcription Regulatory Regions Database","http://www.bionet.nsc.ru/trrd/","yes","not_applicable","unknown","not_applicable",2002,80,"yes",1999,3,141,"update",49,0.5625,0.463690476190476,3
"MBDC0189",716,"PLANT-Pls","http://bighost.area.ba.cnr.it/PLANT-Pls","no","can't be reached","not_applicable","not_applicable",2002,80,"no",2002,1,80,"debut",50,0.553571428571429,0.553571428571429,2
"MBDC0033",720,"EPD: Eukaryotic Promoter Database","http://www.epd.isb-sib.ch","no","can't be reached","not_applicable","not_applicable",2002,78,"yes",1998,8,509,"update",52,0.535714285714286,0.608427618060833,2
"MBDC0071",680,"FlyBase","http://flybase.bio.indiana.edu/","yes","not_applicable","2016","not_applicable",2002,78,"yes",1994,17,2876,"update",51,0.544642857142857,0.728262508297606,2
"MBDC0331",730,"MODBASE","http://guitar.rockefeller.edu/modbase","no","can't be reached","not_applicable","not_applicable",2002,78,"yes",2000,7,802,"update",53,0.526785714285714,0.685344544472666,2
"MBDC0171",666,"HUGE","http://www.kazusa.or.jp/huge","yes","not_applicable","2008","not_applicable",2002,77,"yes",1999,4,162,"update",54,0.517857142857143,0.384476065538659,3
"NAR9015",739,"AraC-XylS database","http://www.AraC-XylS.org","no","unrelated site redirect","not_applicable","not_applicable",2002,74,"no",2002,1,74,"debut",55,0.508928571428571,0.508928571428571,2
"MBDC0212",764,"PRINTS","http://www.bioinf.man.ac.uk/dbbrowser/PRINTS/","yes","not_applicable","2009","not_applicable",2002,73,"yes",1994,8,837,"update",56,0.5,0.66903431961477,2
"MBDC0093",697,"RGD: Rat Genome Database","http://rgd.mcw.edu","yes","not_applicable","2016","not_applicable",2002,67,"yes",2002,5,292,"debut",57,0.491071428571429,0.549109160866758,2
"MBDC0001",721,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2002,65,"yes",1997,19,586,"update",58,0.482142857142857,0.369554033710743,3
"MBDC0300",662,"SWEET-DB","http://www.dkfz.de/spec2/sweetdb/nar/","no","not found","not_applicable","not_applicable",2002,62,"no",2002,1,62,"debut",59,0.473214285714286,0.473214285714286,3
"MBDC0322",667,"GTOP: Genomes TO Protein","http://spock.genes.nig.ac.jp/~genome/gtop.html","yes","not_applicable","2010","not_applicable",2002,57,"yes",2002,2,79,"debut",60,0.464285714285714,0.342640094711918,3
"NAR9139",677,"Incyte Genomics","http://www.incyte.com","no","related generic commercial site redirect","not_applicable","not_applicable",2002,53,"no",2002,1,53,"debut",61,0.455357142857143,0.455357142857143,3
"MBDC0220",658,"SYSTERS: SYSTEmatic Re-Searching","http://cmb.molgen.mpg.de","no","related generic reseach institution site redirect","not_applicable","not_applicable",2002,51,"no",2000,3,149,"update",62,0.446428571428571,0.46972049689441,3
"NAR9294",747,"tmRNA Website","http://www.indiana.edu/∼tmrna","no","not found","not_applicable","not_applicable",2002,51,"yes",1998,6,221,"update",63,0.4375,0.441651708340359,3
"MBDC0184",669,"ORDB: Olfactory Receptor Database","http://senselab.med.yale.edu/senselab/ordb","yes","not_applicable","2015","not_applicable",2002,49,"yes",1999,3,84,"update",64,0.428571428571429,0.347550034506556,3
"NAR9037",766,"CDS: Celera Discovery System","http://cds.celera.com","no","unrelated site redirect","not_applicable","not_applicable",2002,49,"no",2002,1,49,"debut",65,0.419642857142857,0.419642857142857,3
"NAR9215",725,"PALSdb: Putative Alternative Splicing database","http://palsdb.ym.edu.tw/","no","not found","not_applicable","not_applicable",2002,48,"no",2002,1,48,"debut",66,0.410714285714286,0.410714285714286,3
"MBDC0167",688,"HDB: Histone Database","http://genome.nhgri.nih.gov/histones","yes","not_applicable","unknown","not_applicable",2002,47,"yes",1996,6,139,"update",68,0.392857142857143,0.308049388426354,3
"MBDC0309",719,"S/MARt DB","http://transfac.gbf.de/SMARtDB/","no","can't be reached","not_applicable","not_applicable",2002,47,"no",2002,1,47,"debut",67,0.401785714285714,0.401785714285714,3
"MBDC0495",746,"HERVd: Human Endogenous RetroViruses database","http://herv.img.cas.cz","yes","not_applicable","unknown","not_applicable",2002,45,"yes",2002,2,76,"debut",69,0.383928571428571,0.3126539408867,3
"MBDC0023",732,"Hugelndex","www.HugeIndex.org","no","forbidden","not_applicable","not_applicable",2002,43,"no",2002,1,43,"debut",70,0.375,0.375,3
"MBDC0465",674,"FANTOM DB","http://fantom.gsc.riken.go.jp/db/","yes","not_applicable","unknown","not_applicable",2002,40,"yes",2002,2,68,"debut",71,0.366071428571429,0.363363583138173,3
"NAR9083",664,"ExInt","http://intron.bic.nus.edu.sg/exint/newexint/exint.html","no","can't be reached","not_applicable","not_applicable",2002,39,"no",2000,2,59,"update",72,0.357142857142857,0.313354037267081,3
"MBDC0219",663,"SUPFAM","http://pauling.mbu.iisc.ernet.in/~supfam","no","not found","not_applicable","not_applicable",2002,37,"no",2002,1,37,"debut",74,0.339285714285714,0.339285714285714,3
"MBDC0267",750,"IMB Jena Image Library of Biological Macromolecules","http://www.imb-jena.de/IMAGE.html","no","not found","not_applicable","not_applicable",2002,37,"no",2000,2,53,"update",73,0.348214285714286,0.274107142857143,3
"MBDC0280",753,"ProTherm","http://www.rtc.riken.go.jp/jouhou/protherm/protherm.html","no","can't be reached","not_applicable","not_applicable",2002,37,"no",1999,5,403,"update",75,0.330357142857143,0.57306967547972,2
"MBDC0396",754,"euGenes","http://iubio.bio.indiana.edu/eugenes/","yes","not_applicable","2012","not_applicable",2002,36,"yes",2002,1,36,"debut",78,0.303571428571429,0.303571428571429,3
"NAR9161",661,"MBDC: Molecular Biology Database Collection","http://nar.oupjournals.org","no","related generic publisher site redirect","not_applicable","not_applicable",2002,36,"yes",1999,17,917,"update",76,0.321428571428571,0.530002943264677,2
"NAR9330",728,"YPL.db: Yeast Protein Localization DataBase","http://ypl.tugraz.at","no","related generic reseach institution site redirect","not_applicable","Access - Failure Notes; a page loads with links but can't find it",2002,36,"no",2002,1,36,"debut",77,0.3125,0.3125,3
"MBDC0270",727,"NCBI MMDB: Molecular Modeling DataBase","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=Structure","yes","not_applicable","2016","not_applicable",2002,32,"yes",1999,7,407,"update",79,0.294642857142857,0.545535452872409,2
"NAR9204",691,"NUREBASE","http://www.ens-lyon.fr/LBMC/laudet/nurebase.html","no","not found","not_applicable","not_applicable",2002,32,"no",2002,2,53,"debut",81,0.276785714285714,0.231496305418719,4
"NAR9250",694,"READ: RIKEN Expression Array Database","http://read.gsc.riken.go.jp/","yes","not_applicable","2004","not_applicable",2002,32,"yes",2002,1,32,"debut",80,0.285714285714286,0.285714285714286,3
"NAR9303",684,"TRIPLES: TRansposon-lnsertion Phenotypes, Localization and Expression in Saccharomyces","http://ygac.med.yale.edu","no","can't be reached","not_applicable","not_applicable",2002,31,"no",2000,2,93,"update",82,0.267857142857143,0.407841614906832,3
"NAR9086",748,"FIMM","http://sdmc.krdl.org.sg:8080/fimm","no","can't be reached","not_applicable","not_applicable",2002,30,"no",2000,2,64,"update",83,0.258928571428571,0.303377329192547,3
"NAR9321",740,"Wanda","http://www.evolutionsbiologie.uni-konstanz.de/Wanda/","no","not found","not_applicable","Naming; Charming; A database of duplicated fish genes",2002,29,"no",2002,1,29,"debut",84,0.25,0.25,4
"MBDC0525",752,"MagnaportheDB","http://www.cals.ncsu.edu/fungalnomics/mgdatabase/int.htm","no","not found","not_applicable","not_applicable",2002,28,"no",2002,1,28,"debut",85,0.241071428571429,0.241071428571429,4
"NAR9057",685,"DT40","http://genetics.hpi.uni-hamburg.de/dt40.html","no","can't be reached","not_applicable","not_applicable",2002,26,"no",2002,1,26,"debut",86,0.232142857142857,0.232142857142857,4
"MBDC0884",704,"CG: Comparative Genometrics","http://www.unil.ch/comparativegenometrics","yes","not_applicable","2015","not_applicable",2002,24,"yes",2002,1,24,"debut",87,0.223214285714286,0.223214285714286,4
"MBDC0307",723,"yMGV: yeast Microarray Global Viewer","http://transcriptome.ens.fr/ymgv","no","related generic reseach institution site redirect","not_applicable","not_applicable",2002,23,"no",2002,2,29,"debut",89,0.205357142857143,0.126816502463054,4
"NAR9106",756,"GIB: Genome Information Broker","http://gib.genes.nig.ac.jp/","no","can't be reached","not_applicable","not_applicable",2002,23,"no",2002,1,23,"debut",88,0.214285714285714,0.214285714285714,4
"NAR9291",711,"tGRAP","http://tGRAP.uit.no/","no","can't be reached","not_applicable","not_applicable",2002,22,"no",2002,1,22,"debut",90,0.196428571428571,0.196428571428571,4
"MBDC0154",686,"PEDB: Prostate Expression Database","http://www.pedb.org","yes","not_applicable","2017","Examples dates; Text Last Modified: Thursday January 4, 2007; Data continuously updated.",2002,21,"yes",1999,3,88,"update",91,0.1875,0.338414423740511,3
"NAR9136",709,"IDR:  ImmunoDeficiency Resource","http://www.uta.fi/imt/bioinfo/idr/","no","related generic reseach institution site redirect","not_applicable","not_applicable",2002,18,"no",2002,1,18,"debut",92,0.178571428571429,0.178571428571429,4
"MBDC0048",672,"TransTerm","http://uther.otago.ac.nz/Transterm.html","no","can't be reached","not_applicable","not_applicable",2002,17,"yes",1993,10,250,"update",93,0.169642857142857,0.3184937498807,3
"MBDC0217",707,"SBASE","http://www.icgeb.trieste.it/sbase","yes","not_applicable","2006","not_applicable",2002,17,"yes",1993,10,170,"update",95,0.151785714285714,0.23189982391478,4
"MBDC0293",749,"HOX Pro DB","http://www.iephb.nw.ru/hoxpro","yes","not_applicable","unknown","not_applicable",2002,17,"yes",2000,2,34,"update",96,0.142857142857143,0.180124223602484,4
"NAR9021",737,"ASPD: Artificially Selected Proteins/Peptides Database","http://www.sgi.sscc.ru/mgs/gnw/aspd/","no","can't be reached","not_applicable","not_applicable",2002,17,"no",2002,1,17,"debut",94,0.160714285714286,0.160714285714286,4
"MBDC0196",734,"SENTRA","http://www-wit.mcs.anl.gov/sentra","no","not found","not_applicable","not_applicable",2002,16,"no",2000,3,43,"update",99,0.116071428571429,0.137521174477696,4
"MBDC0246",660,"SELEX-DB","http://wwwmgs.bionet.nsc.ru/mgs/systems/selex/","yes","not_applicable","unknown","not_applicable",2002,16,"yes",2000,2,30,"update",97,0.133928571428571,0.14957298136646,4
"MBDC0275",668,"PASS2: Protein Alignments organised as Structural Superfamilies","http://www.ncbs.res.in/7Efaculty/mini/campass/pass.html","no","not found","not_applicable","not_applicable",2002,16,"yes",2002,3,26,"debut",98,0.125,0.115530303030303,4
"MBDC0329",687,"GeneNet","http://wwwmgs.bionet.nsc.ru/mgs/systems/genenet/","yes","not_applicable","unknown","not_applicable",2002,16,"yes",2002,2,32,"debut",100,0.107142857142857,0.142857142857143,4
"MBDC0303",690,"VirOligo","http://viroligo.okstate.edu/","yes","not_applicable","2015","not_applicable",2002,14,"yes",2002,1,14,"debut",101,0.0982142857142857,0.0982142857142857,4
"MBDC0446",755,"dictyBase","http://dictybase.org/","yes","not_applicable","2017","not_applicable",2002,14,"yes",2002,6,235,"debut",102,0.0892857142857143,0.343351966921125,3
"MBDC0364",717,"CSDBase: Cold Shock Domain","http://www.chemie.uni-marburg.de/∼csdbase/","no","related generic reseach institution site redirect","not_applicable","not_applicable",2002,12,"no",2002,1,12,"debut",103,0.0803571428571429,0.0803571428571429,4
"MBDC0018",679,"MAGEST: MAboya Gene Expression patterns and Sequence Tags","http://www.genome.ad.jp/magest/","no","not found","not_applicable","not_applicable",2002,10,"no",2000,2,38,"update",104,0.0714285714285714,0.19223602484472,4
"MBDC0085",751,"MitoNuc","http://bighost.area.ba.cnr.it/mitochondriome","no","can't be reached","not_applicable","not_applicable",2002,10,"no",2000,2,13,"update",105,0.0625,0.03125,4
"NAR9112",689,"GRL: Gene Resource Locator","http://grl.gi.k.u-tokyo.ac.jp","no","can't be reached","not_applicable","not_applicable",2002,10,"no",2002,1,10,"debut",106,0.0535714285714286,0.0535714285714286,4
"NAR9009",763,"AMmtDB","http://bighost.area.ba.cnr.it/mitochondriom","no","can't be reached","not_applicable","Indexing - other; name wrong in title of scopus record (correct in pubmed)",2002,9,"no",1999,3,29,"update",107,0.0446428571428571,0.108876811594203,4
"NAR9038",738,"CKAAPs DB: Conserved Key Amino Acid Positions Database","http://ckaaps.sdsc.edu","no","can't be reached","not_applicable","not_applicable",2002,7,"no",2001,2,12,"update",108,0.0357142857142857,0.0280612244897959,4
"MBDC0324",683,"HOWDY","http://www-alis.tokyo.jst.go.jp/HOWDY/","no","can't be reached","not_applicable","not_applicable",2002,6,"no",2002,1,6,"debut",110,0.0178571428571429,0.0178571428571429,4
"MBDC0782",722,"FUGOID","http://wnt.cc.utexas.edu/~ifmr530/introndata/main.htm","no","can't be reached","not_applicable","not_applicable",2002,6,"no",2002,1,6,"debut",109,0.0267857142857143,0.0267857142857143,4
"MBDC0163",657,"EXProt: EXperimentally verified PROTeins","http://www.cmbi.kun.nl/EXProt/","no","can't be reached","not_applicable","not_applicable",2002,5,"no",2002,1,5,"debut",111,0.0089285714285714,0.0089285714285714,4
"NAR9010",698,"AngioDB","http://angiodb.snu.ac.kr/","no","can't be reached","not_applicable","not_applicable",2002,3,"no",2002,1,3,"debut",112,0,0,4
"NAR9288",837,"SWISS-PROT","http://www.expasy.org/sprot/","yes","not_applicable","2017","not_applicable",2003,1785,"yes",1991,10,5258,"update",1,0.992481203007519,0.897130826366183,1
"MBDC0340",879,"TRANSFAC","http://www.gene-regulation.com","yes","not_applicable","unknown","Service Status; Funding; commerical veriosn + free version that requires an account",2003,1313,"yes",1996,8,6114,"update",2,0.984962406015038,0.941000951161246,1
"MBDC0243",853,"RDP: Ribosomal Database Project","http://rdp.cme.msu.edu","yes","not_applicable","2016","Naming; on changing host institutions it became RPD II but data carried over…",2003,1054,"yes",1991,14,10183,"update",3,0.977443609022556,0.931404101322359,1
"MBDC0316",803,"UCSC Genome Browser Database","http://genome.ucsc.edu","yes","not_applicable","2017","not_applicable",2003,995,"yes",2003,13,4500,"debut",4,0.969924812030075,0.825854096096721,1
"NAR9028",819,"BIND: Biomolecular Interaction Network Database","http://bind.ca","no","can't be reached","not_applicable","not_applicable",2003,765,"no",2001,3,1567,"update",5,0.962406015037594,0.926924453992123,1
"MBDC0382",862,"Rfam","http://www.sanger.ac.uk/Software/Rfam/","yes","not_applicable","2017","not_applicable",2003,653,"yes",2003,6,2519,"debut",6,0.954887218045113,0.923075900284177,1
"MBDC0204",790,"NCBI CDD: Conserved Domain Database","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=cdd","yes","not_applicable","unknown","not_applicable",2003,595,"yes",2002,8,5537,"update",7,0.947368421052632,0.955804671909001,1
"MBDC0207",805,"EMBL-EBI InterPro","http://www.ebi.ac.uk/interpro","yes","not_applicable","2016","not_applicable",2003,551,"yes",2001,7,3743,"update",8,0.93984962406015,0.93660899458811,1
"MBDC0582",847,"STRING: Search Tool for the Retrieval of Interacting Genes","http://www.bork.embl-heidelberg.de/STRING/","yes","not_applicable","2016","not_applicable",2003,539,"yes",2003,7,6139,"debut",9,0.932330827067669,0.949373470574032,1
"MBDC0338",781,"EMBL-EBI ArrayExpress","http://www.ebi.ac.uk/arrayexpress","yes","not_applicable","2016","not_applicable",2003,523,"yes",2003,7,1868,"debut",10,0.924812030075188,0.869321786106009,1
"MBDC0097",886,"TAIR: The Arabidopsis Information Resource","http://arabidopsis.org","yes","not_applicable","2017","not_applicable",2003,479,"yes",2001,4,1786,"update",11,0.917293233082707,0.916425421843378,1
"MBDC0365",890,"HIVdb: HIV Drug Resistance Database","http://hivdb.stanford.edu","yes","not_applicable","2016","not_applicable",2003,407,"yes",1999,4,655,"update",12,0.909774436090226,0.710451594825573,2
"MBDC0545",816,"NetAffix","http://www.affymetrix.com","no","related generic commercial site redirect","not_applicable","not_applicable",2003,395,"no",2003,1,395,"debut",13,0.902255639097744,0.902255639097744,1
"MBDC0199",804,"TIGRFAMs","www.tigr.org/TIGRFAMs","yes","not_applicable","2014","not_applicable",2003,352,"yes",2001,4,617,"update",15,0.887218045112782,0.777341079972659,1
"MBDC0552",799,"PANTHER","http://panther.celera.com","no","related generic commercial site redirect","not_applicable","not_applicable",2003,352,"yes",2003,6,1819,"debut",14,0.894736842105263,0.884598412065517,1
"MBDC0173",857,"EMBL-EBI IPD IMGT/HLA","http://www.ebi.ac.uk/imgt/hla","yes","not_applicable","2017","not_applicable",2003,339,"yes",2001,5,1251,"update",17,0.87218045112782,0.809041134413142,1
"MBDC0691",857,"EMBL-EBI IPD IMGT/MHC","http://www.ebi.ac.uk/imgt/mhc","no","not found","not_applicable","not_applicable",2003,339,"no",2003,1,339,"debut",16,0.879699248120301,0.879699248120301,1
"MBDC0071",779,"FlyBase","http://flybase.bio.indiana.edu/","yes","not_applicable","2016","Access - Transfer/Redirect; http://flybase.bio.indiana.edu/ redirects to http://flybase.org",2003,333,"yes",1994,17,2876,"update",19,0.857142857142857,0.728262508297606,2
"MBDC0358",774,"SOURCE","http://source.stanford.edu","yes","not_applicable","2015","not_applicable",2003,333,"yes",2003,1,333,"debut",18,0.864661654135338,0.864661654135338,1
"MBDC0390",833,"ProbeBase","http://www.probebase.net","yes","not_applicable","unknown","not_applicable",2003,313,"yes",2003,3,637,"debut",20,0.849624060150376,0.873675666438824,1
"MBDC0003",901,"NCBI Genbank","http://www.ncbi.nlm.nih.gov/","yes","not_applicable","2017","not_applicable",2003,306,"yes",1991,24,7582,"update",21,0.842105263157895,0.846557240465988,1
"MBDC0166",873,"GPCRDB: G Protein-Coupled Receptor Database","http://www.gpcr.org/7tm/","yes","not_applicable","2016","not_applicable",2003,286,"yes",1998,6,854,"update",22,0.834586466165414,0.774966028854587,1
"MBDC0194",817,"PIR: Protein Identification Resouce","http://pir.georgetown.edu","yes","not_applicable","unknown","not_applicable",2003,284,"yes",1991,12,975,"update",23,0.827067669172932,0.557221018603154,2
"MBDC0212",836,"PRINTS","http://www.bioinf.man.ac.uk/dbbrowser/PRINTS/","yes","not_applicable","2009","not_applicable",2003,261,"yes",1994,8,837,"update",24,0.819548872180451,0.66903431961477,2
