article_id,db_id,resource_name,access,available,unavailable_message,available_update_date,notes,article_year,citations
719,MBDC0309,S/MARt DB,http://transfac.gbf.de/SMARtDB/,no,can't be reached,not_applicable,not_applicable,2002,47
720,MBDC0033,EPD: Eukaryotic Promoter Database,http://www.epd.isb-sib.ch,no,can't be reached,not_applicable,not_applicable,2002,78
721,MBDC0001,DDBJ: DNA Data Bank of Japan,http://www.ddbj.nig.ac.jp,yes,not_applicable,2016,not_applicable,2002,65
722,MBDC0782,FUGOID,http://wnt.cc.utexas.edu/~ifmr530/introndata/main.htm,no,can't be reached,not_applicable,not_applicable,2002,6
723,MBDC0307,yMGV: yeast Microarray Global Viewer,http://transcriptome.ens.fr/ymgv,no,related generic reseach institution site redirect,not_applicable,not_applicable,2002,23
724,MBDC0285,SUPERFAMILY,http://supfam.org,yes,not_applicable,unknown,not_applicable,2002,180
725,NAR9215,PALSdb: Putative Alternative Splicing database,http://palsdb.ym.edu.tw/,no,not found,not_applicable,not_applicable,2002,48
726,MBDC0591,DBTSS: DataBase of Transcriptional Start Sites,http://elmo.ims.u-tokyo.ac.jp/dbtss/,no,not found,not_applicable,not_applicable,2002,164
727,MBDC0270,NCBI MMDB: Molecular Modeling DataBase,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=Structure,yes,not_applicable,2016,not_applicable,2002,32
728,NAR9330,YPL.db: Yeast Protein Localization DataBase,http://ypl.tugraz.at,no,related generic reseach institution site redirect,not_applicable,Access - Failure Notes; a page loads with links but can't find it,2002,36
729,MBDC0104,DIP: Database of Interacting Proteins,http://dip.doe-mbi.ucla.edu,yes,not_applicable,2014,not_applicable,2002,993
730,MBDC0331,MODBASE,http://guitar.rockefeller.edu/modbase,no,can't be reached,not_applicable,not_applicable,2002,78
731,NAR9156,LIGAND,http://www.genome.ad.jp/ligand/,yes,not_applicable,2016,not_applicable,2002,226
732,MBDC0023,Hugelndex,www.HugeIndex.org,no,forbidden,not_applicable,not_applicable,2002,43
733,NAR9023,ASTRAL Compendium,http://astral.stanford.edu/,no,can't be reached,not_applicable,not_applicable,2002,105
734,MBDC0196,SENTRA,http://www-wit.mcs.anl.gov/sentra,no,not found,not_applicable,not_applicable,2002,16
735,MBDC0218,SMART: Simple Modular Architecture Research Tool,http://smart.embl-heidelberg.de,yes,not_applicable,unknown,not_applicable,2002,544
736,MBDC0276,RCSB PDB: Protein Data Bank,http://www.pdb.org/,yes,not_applicable,2017,not_applicable,2002,163
737,NAR9021,ASPD: Artificially Selected Proteins/Peptides Database,http://www.sgi.sscc.ru/mgs/gnw/aspd/,no,can't be reached,not_applicable,not_applicable,2002,17
738,NAR9038,CKAAPs DB: Conserved Key Amino Acid Positions Database,http://ckaaps.sdsc.edu,no,can't be reached,not_applicable,not_applicable,2002,7
739,NAR9015,AraC-XylS database,http://www.AraC-XylS.org,no,unrelated site redirect,not_applicable,not_applicable,2002,74
740,NAR9321,Wanda,http://www.evolutionsbiologie.uni-konstanz.de/Wanda/,no,not found,not_applicable,Naming; Charming; A database of duplicated fish genes,2002,29
741,NAR9177,MIPS: Martinsried Institute for Protein Sequences,http://mips.gsf.de,no,related generic reseach institution site redirect,not_applicable,not_applicable,2002,674
743,MBDC0380,NCIR: Non-Canonical Interactions in known RNA structures,http://prion.bchs.uh.edu/bppe/,no,can't be reached,not_applicable,not_applicable,2002,83
744,MBDC0112,KEGG: Kyoto Encyclopedia of Genes and Genomes,http://www.genome.ad.jp,yes,not_applicable,2017,not_applicable,2002,746
745,MBDC0215,PROSITE,http://www.expasy.org/prosite/,yes,not_applicable,2017,not_applicable,2002,857
746,MBDC0495,HERVd: Human Endogenous RetroViruses database,http://herv.img.cas.cz,yes,not_applicable,unknown,not_applicable,2002,45
747,NAR9294,tmRNA Website,http://www.indiana.edu/∼tmrna,no,not found,not_applicable,not_applicable,2002,51
748,NAR9086,FIMM,http://sdmc.krdl.org.sg:8080/fimm,no,can't be reached,not_applicable,not_applicable,2002,30
749,MBDC0293,HOX Pro DB,http://www.iephb.nw.ru/hoxpro,yes,not_applicable,unknown,not_applicable,2002,17
750,MBDC0267,IMB Jena Image Library of Biological Macromolecules,http://www.imb-jena.de/IMAGE.html,no,not found,not_applicable,not_applicable,2002,37
751,MBDC0085,MitoNuc,http://bighost.area.ba.cnr.it/mitochondriome,no,can't be reached,not_applicable,not_applicable,2002,10
752,MBDC0525,MagnaportheDB,http://www.cals.ncsu.edu/fungalnomics/mgdatabase/int.htm,no,not found,not_applicable,not_applicable,2002,28
753,MBDC0280,ProTherm,http://www.rtc.riken.go.jp/jouhou/protherm/protherm.html,no,can't be reached,not_applicable,not_applicable,2002,37
754,MBDC0396,euGenes,http://iubio.bio.indiana.edu/eugenes/,yes,not_applicable,2012,not_applicable,2002,36
755,MBDC0446,dictyBase,http://dictybase.org/,yes,not_applicable,2017,not_applicable,2002,14
756,NAR9106,GIB: Genome Information Broker,http://gib.genes.nig.ac.jp/,no,can't be reached,not_applicable,not_applicable,2002,23
757,MBDC0091,PlasmoDB,http://PlasmoDB.org,yes,not_applicable,2017,not_applicable,2002,86
758,MBDC0527,MAtDB: MIPS Arabidopsis thaliana Database,http://mips.gsf.de/proj/thal/db,no,not found,not_applicable,not_applicable,2002,148
759,NAR9267,SCOR: Structural Classification of RNA,http://scor.lbl.gov,no,can't be reached,not_applicable,not_applicable,2002,88
760,MBDC0392,PharmGKB,http://www.pharmgkb.org/,yes,not_applicable,unknown,not_applicable,2002,169
761,MBDC0108,EcoCyc,http://ecocyc.org/,yes,not_applicable,2016,not_applicable,2002,305
762,MBDC0027,Ensembl,http://www.ensembl.org/,yes,not_applicable,2016,not_applicable,2002,823
763,NAR9009,AMmtDB,http://bighost.area.ba.cnr.it/mitochondriom,no,can't be reached,not_applicable,Indexing - other; name wrong in title of scopus record (correct in pubmed),2002,9
764,MBDC0212,PRINTS,http://www.bioinf.man.ac.uk/dbbrowser/PRINTS/,yes,not_applicable,2009,not_applicable,2002,73
765,NAR9162,MDB: Metalloprotein Database,http://metallo.scripps.edu,no,can't be reached,not_applicable,not_applicable,2002,146
766,NAR9037,CDS: Celera Discovery System,http://cds.celera.com,no,unrelated site redirect,not_applicable,not_applicable,2002,49
767,MBDC0003,NCBI Genbank,http://www.ncbi.nlm.nih.gov/,yes,not_applicable,2017,not_applicable,2002,424
768,MBDC0204,NCBI CDD: Conserved Domain Database,https://www.ncbi.nlm.nih.gov/Structure/cdd/cdd.shtml,yes,not_applicable,unknown,not_applicable,2002,446
769,MBDC0049,TRRD: Transcription Regulatory Regions Database,http://www.bionet.nsc.ru/trrd/,yes,not_applicable,unknown,not_applicable,2002,80
770,MBDC0421,BRENDA: BRaunschweig ENzyme Database,http://www.brenda.uni-koeln.de,yes,not_applicable,2016,not_applicable,2002,231
771,MBDC0001,DDBJ: DNA Data Bank of Japan,http://www.ddbj.nig.ac.jp,yes,not_applicable,2016,not_applicable,2003,66
772,MBDC0506,INFEVERS: INternet periodic FEVERS,http://fmf.igh.cnrs.fr/infevers/,yes,not_applicable,unknown,not_applicable,2003,92
773,MBDC0583,SSD: Structure Superposition Database ,http://ssd.rbvi.ucsf.edu,yes,not_applicable,2016,not_applicable,2003,6
774,MBDC0358,SOURCE,http://source.stanford.edu,yes,not_applicable,2015,not_applicable,2003,333
775,MBDC0270,NCBI MMDB: Molecular Modeling DataBase,http://www.ncbi.nlm.nih.gov/Entrez/structure.html,no,not found,not_applicable,not_applicable,2003,136
776,NAR9172,MICdb: Microsatellites Database,http://www.cdfd.org.in/micas,no,can't be reached,not_applicable,not_applicable,2003,21
777,NAR9018,ASAP: Alternative Splicing Annotation Project,http://www.bioinformatics.ucla.edu/ASAP,no,related generic reseach institution site redirect,not_applicable,not_applicable,2003,130
778,NAR9216,ParaDB,http://abi.marseille.inserm.fr/paradb/,no,can't be reached,not_applicable,not_applicable,2003,19
779,MBDC0071,FlyBase,http://flybase.bio.indiana.edu/,yes,not_applicable,2016,Access - Transfer/Redirect; http://flybase.bio.indiana.edu/ redirects to http://flybase.org,2003,333
781,MBDC0338,EMBL-EBI ArrayExpress,http://www.ebi.ac.uk/arrayexpress,yes,not_applicable,2016,not_applicable,2003,523
782,NAR9064,EMBL-EBI Proteome Analysis Database,http://www.ebi.ac.uk/proteome/,no,can't be reached,not_applicable,not_applicable,2003,61
783,NAR9213,PACRAT,http://www.biosci.ohio-state.edu/~pacrat/,no,can't be reached,not_applicable,not_applicable,2003,3
784,MBDC0205,CluSTr,http://www.ebi.ac.uk/clustr/,no,not found,not_applicable,not_applicable,2003,30
785,MBDC0368,Lipase Engineering Database,http://www.led.uni-stuttgart.de,yes,not_applicable,2009,not_applicable,2003,111
786,NAR9167,MetaFMF,http://fmf.igh.cnrs.fr/metaFMF/index.html,yes,not_applicable,unknown,not_applicable,2003,5
787,MBDC0559,PGDB: Prostate Gene Database ,http://www.ucsf.edu/pgdb,no,related generic reseach institution site redirect,not_applicable,not_applicable,2003,43
788,MBDC0021,RECODE,http://recode.genetics.utah.edu/,no,can't be reached,not_applicable,not_applicable,2003,46
789,NAR9044,CroW 21,http:// bioinfo.weizmann.ac.il/crow21,no,not found,not_applicable,not_applicable,2003,24
789,MBDC0350,GeneCards,http://bioinfo.weizmann.ac.il/cards/,no,not found,not_applicable,not_applicable,2003,24
789,MBDC0366,HORDE: Human Olfactory Receptor Data Explora-torium,http://bioinfo.weizmann.ac.il/HORDE,no,not found,not_applicable,not_applicable,2003,24
789,NAR9307,UDB,http://bioinfo.weizmann.ac.il/udb,no,not found,not_applicable,not_applicable,2003,24
790,MBDC0204,NCBI CDD: Conserved Domain Database,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=cdd,yes,not_applicable,unknown,not_applicable,2003,595
791,MBDC0341,TRANSPATH,http://www.biobase.de/pages/products/databases.html,yes,not_applicable,unknown,Service Status; Funding; commerical veriosn + free version that requires an account,2003,64
792,MBDC0488,GrainGenes,http://www.graingenes.org,yes,not_applicable,2017,not_applicable,2003,59
793,MBDC0737,TIGR Rice Genome Annotation Resource,http://www.tigr.org/tdb/e2k1/osa1/,no,discontinued notice,not_applicable,not_applicable,2003,108
794,NAR9186,MTID: Mouse Transposon Insertion Database,http://mouse.ccgb.umn.edu/transposon/,no,can't be reached,not_applicable,not_applicable,2003,19
795,MBDC0087,MGD: Mouse Genome Database,http://www.informatics.jax.org,yes,not_applicable,2016,not_applicable,2003,165
796,NAR9230,PLMltRNA,http://bighost.area.ba.cnr.it/PLMItRNA/,no,can't be reached,not_applicable,not_applicable,2003,7
797,NAR9218,PEP: Predictions for Entire Proteomes,http://cubic.bioc.columbia.edu/pep,no,can't be reached,not_applicable,not_applicable,2003,30
798,MBDC0356,RTPrimerDB,http://www.realtimeprimerdatabase.ht.st,no,can't be reached,not_applicable,not_applicable,2003,164
799,MBDC0552,PANTHER,http://panther.celera.com,no,related generic commercial site redirect,not_applicable,not_applicable,2003,352
800,MBDC0375,NESbase: Nuclear Export Signal database ,http://www.cbs.dtu.dk/databases/NESbase/,yes,not_applicable,2016,not_applicable,2003,155
801,MBDC0547,OGRe: Organellar Genome Retrieval,http://www.bioinf.man.ac.uk/ogre,no,not found,not_applicable,not_applicable,2003,74
802,MBDC0578,Arabidopsis SeedGenes project,http://www.seedgenes.org,yes,not_applicable,2010,not_applicable,2003,72
803,MBDC0316,UCSC Genome Browser Database,http://genome.ucsc.edu,yes,not_applicable,2017,not_applicable,2003,995
804,MBDC0199,TIGRFAMs,www.tigr.org/TIGRFAMs,yes,not_applicable,2014,not_applicable,2003,352
805,MBDC0207,EMBL-EBI InterPro,http://www.ebi.ac.uk/interpro,yes,not_applicable,2016,not_applicable,2003,551
807,MBDC0262,MolMovDB: Database of Macromolecular Motions,http://molmovdb.org/,no,can't be reached,not_applicable,not_applicable,2003,130
808,MBDC0351,GPI: GenoPlante-Info,http://genoplante-info.infobiogen.fr/,no,can't be reached,not_applicable,not_applicable,2003,24
809,NAR9203,NTDB,http://ntdb.chem.cuhk.edu.hk,no,can't be reached,not_applicable,not_applicable,2003,7
810,MBDC0566,PRODORIC,http://prodoric.tu-bs.de,yes,not_applicable,2008,not_applicable,2003,134
811,MBDC1139,SMD: Stanford Microarray Database,http://genome-www.stanford.edu/microarray/,no,not found,not_applicable,not_applicable,2003,248
812,MBDC0122,Atlas of Genetics and Cytogenetics in Oncology and Haematology,http://www.infobiogen.fr/services/chromcancer,no,can't be reached,not_applicable,not_applicable,2003,34
813,MBDC0386,DSMM: Database of Simulated Molecular Motions,http://projects.villa-bosch.de/mcm/database/dsmm,yes,not_applicable,unknown,Service Status; This database is for reference only and no longer maintained.,2003,9
814,MBDC0369,NPD: Nuclear Protein Database,http://npd.hgu.mrc.ac.uk,yes,not_applicable,unknown,not_applicable,2003,67
815,MBDC0461,ERGO,http://ergo.integratedgenomics.com/ERGO/,yes,not_applicable,2014,Access - Other; ERGO is provided only under subscription,2003,171
816,MBDC0545,NetAffix,http://www.affymetrix.com,no,related generic commercial site redirect,not_applicable,not_applicable,2003,395
817,MBDC0194,PIR: Protein Identification Resouce,http://pir.georgetown.edu,yes,not_applicable,unknown,not_applicable,2003,284
818,MBDC0354,PEDANT,http://pedant-gsf.de,no,can't be reached,not_applicable,not_applicable,2003,94
819,NAR9028,BIND: Biomolecular Interaction Network Database,http://bind.ca,no,can't be reached,not_applicable,not_applicable,2003,765
820,MBDC0528,MBGD: MicroBial Genome Database for comparative analysis,http://mbgd.genome.ad.jp/,yes,not_applicable,2015,not_applicable,2003,78
821,NAR9263,RTKdb: Receptor Tyrosine Kinase DataBase,http://pbil.univ-lyon1.fr/RTKdb/,no,not found,not_applicable,not_applicable,2003,22
822,MBDC0372,SDAP: Structural Database of Allergenic Proteins,http://fermi.utmb.edu/SDAP,yes,not_applicable,unknown,not_applicable,2003,125
823,MBDC0019,MethDB: Methylation DataBase ,http://www.methdb.net,yes,not_applicable,2009,not_applicable,2003,31
824,MBDC0250,tmRDB: tmRNA database,http://www.ag.auburn.edu/mirror/tmRDB/,yes,not_applicable,unknown,not_applicable,2003,52
825,NAR9331,ZmDB: maize genome database ,http://zmdb.iastate.edu/,no,can't be reached,not_applicable,Disambiguation; different from MaizeDB see DOCX notes; integrated database for maize genome research,2003,30
826,MBDC0304,WorfDB: Worm ORFeome DataBase,http://worfdb.dfci.harvard.edu,yes,not_applicable,unknown,not_applicable,2003,30
827,MBDC0384,CADB: Confrontation Angles Database,http://144.16.71.148/cadb/,no,can't be reached,not_applicable,not_applicable,2003,10
828,MBDC0138,KDBI: Kinetic Data of Biomolecular Interactions,http://xin.cz3.nus.edu.sg/group/kdbi/kdbi.asp,no,can't be reached,not_applicable,not_applicable,2003,25
829,MBDC0548,OMIA: Online Mendelian Inheritance in Animals,http://www.angis.org.au/omia,no,not found,not_applicable,not_applicable,2003,28
830,NAR9258,RNABase,http://www.rnabase.org,no,can't be reached,not_applicable,not_applicable,2003,33
831,MBDC0248,SRPDB: Signal Recognition Particle Database,http://bio.lundberg.gu.se/dbs/SRPDB/SRPDB.html,yes,not_applicable,unknown,Access - Failure Notes; just this very last mirror site still up,2003,89
832,NAR9282,Sputnik,http://mips.gsf.de/proj/sputnik/,no,not found,not_applicable,not_applicable,2003,38
833,MBDC0390,ProbeBase,http://www.probebase.net,yes,not_applicable,unknown,not_applicable,2003,313
834,MBDC0281,PIR RESID,http://pir.georgetown.edu/pirwww/dbinfo/resid.html,no,not found,not_applicable,not_applicable,2003,32
835,MBDC0374,ASC: Active Sequences Collection,http://crisceb.unina2.it/ASC/,no,blank page,not_applicable,not_applicable,2003,22
836,MBDC0212,PRINTS,http://www.bioinf.man.ac.uk/dbbrowser/PRINTS/,yes,not_applicable,2009,not_applicable,2003,261
837,NAR9288,SWISS-PROT,http://www.expasy.org/sprot/,yes,not_applicable,2017,not_applicable,2003,1785
838,MBDC0208,PIR IProClass,http://pir.georgetown.edu/iproclass/,yes,not_applicable,2016,not_applicable,2003,39
839,MBDC0564,Plant snoRNA database,http://www.scri.sari.ac.uk/plantℕoRNA/,no,not found,not_applicable,not_applicable,2003,57
840,MBDC0274,PALI,http://pauling.mbu.iisc.ernet.in/~pali,no,not found,not_applicable,not_applicable,2003,37
841,MBDC0027,Ensembl,http://www.ensembl.org/,yes,not_applicable,2016,not_applicable,2003,168
842,MBDC0376,NLSdb: Nuclear Localization Signals Database,http://cubic.bioc.columbia.edu/db/NLSdb/,no,can't be reached,not_applicable,not_applicable,2003,107
843,MBDC0337,CORG: Comparative Regulatory Genomics,http://corg.molgen.mpg.de,no,can't be reached,not_applicable,not_applicable,2003,57
844,MBDC0232,ARED: Adenylate uridylate-Rich Elements Database,http://rc.kfshrc.edu.sa/ared,no,related generic reseach institution site redirect,not_applicable,not_applicable,2003,131
845,MBDC0119,ALFRED: Allele Frequency Database ,http://alfred.med.yale.edu,yes,not_applicable,unknown,not_applicable,2003,47
846,MBDC0381,ncRNAdb: Noncoding RNAs database,http://biobases.ibch.poznan.pl/ncRNA/,yes,not_applicable,unknown,not_applicable,2003,39
847,MBDC0582,STRING: Search Tool for the Retrieval of Interacting Genes,http://www.bork.embl-heidelberg.de/STRING/,yes,not_applicable,2016,not_applicable,2003,539
848,MBDC0359,ToxoDB,http://ToxoDB.org,yes,not_applicable,2017,not_applicable,2003,126
849,MBDC0536,MOsDB: MIPS Oryza sativa DataBase ,http://mips.gsf.de/proj/rice,no,not found,not_applicable,not_applicable,2003,16
850,MBDC0339,MEPD: Medaka Expression Pattern Database ,http://medaka.dsp.jst.go.jp/MEPD,no,can't be reached,not_applicable,not_applicable,2003,18
851,MBDC0510,InterDom,http://InterDom.lit.org.sg,no,can't be reached,not_applicable,not_applicable,2003,104
852,NAR9065,EMBL-EBI PSSH: Protein Sequence to Structure Homologies,http://srs3d.ebi.ac.uk/,no,can't be reached,not_applicable,not_applicable,2003,9
853,MBDC0243,RDP: Ribosomal Database Project,http://rdp.cme.msu.edu,yes,not_applicable,2016,Naming; on changing host institutions it became RPD II but data carried over…,2003,1054
854,NAR9201,NRMD: Nuclear Receptor Mutation Database,www.receptors.org/NR/,no,service unavailable,not_applicable,not_applicable,2003,16
855,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.biochem.ucl.ac.uk/bsm/cath,yes,not_applicable,2016,not_applicable,2003,143
856,MBDC0091,PlasmoDB,http://PlasmoDB.org,yes,not_applicable,2017,not_applicable,2003,217
857,MBDC0173,EMBL-EBI IPD IMGT/HLA,http://www.ebi.ac.uk/imgt/hla,yes,not_applicable,2017,not_applicable,2003,339
857,MBDC0691,EMBL-EBI IPD IMGT/MHC,http://www.ebi.ac.uk/imgt/mhc,no,not found,not_applicable,not_applicable,2003,339
858,MBDC0357,SGD: Saccharomyces Genome Database,http://genome-www.stanford.edu/Saccharomyces/,yes,not_applicable,2017,not_applicable,2003,46
859,NAR9060,EMBL-EBI E-MSD: Macromolecular Structure Database,http://www.ebi.ac.uk/msd,yes,not_applicable,2016,Access - Transfer/Redirect; redirects to PDB Europe,2003,82
860,NAR9109,GlycoSuiteDB,http://www.glycosuite.com,no,unrelated site redirect,not_applicable,not_applicable,2003,94
861,MBDC0172,IMGT: ImMunoGeneTics database,http://imgt.cines.fr,no,can't be reached,not_applicable,not_applicable,2003,147
862,MBDC0382,Rfam,http://www.sanger.ac.uk/Software/Rfam/,yes,not_applicable,2017,not_applicable,2003,653
863,NAR9161,MBDC: Molecular Biology Database Collection,http://nar.oupjournals.org,no,related generic publisher site redirect,not_applicable,not_applicable,2003,87
864,MBDC0383,SubViral RNA,http://penelope.med.usherb.ca/subviral,no,can't be reached,not_applicable,not_applicable,2003,23
865,MBDC0472,Gene3D,http://www.biochem.ucl.ac.uk/bsm/cath_new/Gene3D/,yes,not_applicable,2016,not_applicable,2003,23
866,MBDC0170,Homeodomain Resource,http://research.nhgri.nih.gov/homeodomain/,yes,not_applicable,2016,not_applicable,2003,19
867,MBDC0352,HGT-DB: Horizontal Gene Transfer DataBase,http://www.fut.es/~debb/HGT,no,service unavailable,not_applicable,not_applicable,2003,168
868,MBDC0101,ZFIN: Zebrafish Information Network,http://zfin.org,yes,not_applicable,unknown,not_applicable,2003,81
869,MBDC0002,EMBL-EBI ENA: European Nucleotide Archive,http://www.ebi.ac.uk/embl/,yes,not_applicable,2017,not_applicable,2003,74
870,MBDC0277,PDB-REPRDB,http://www.cbrc.jp/pdbreprdb/,no,can't be reached,not_applicable,not_applicable,2003,70
871,NAR9100,GENETPIG,http://www.infobiogen.fr/services/Genetpig/,no,can't be reached,not_applicable,not_applicable,2003,6
872,NAR9033,BSD: Biodegradative Strain Database,http://bsd.cme.msu.edu/,no,service unavailable,not_applicable,not_applicable,2003,15
873,MBDC0166,GPCRDB: G Protein-Coupled Receptor Database,http://www.gpcr.org/7tm/,yes,not_applicable,2016,not_applicable,2003,286
874,MBDC0074,GOBASE,http://megasun.bch.umontreal.ca/gobase/gobase.html,yes,not_applicable,2010,not_applicable,2003,20
875,MBDC0226,MitoDrome,http://bighost.area.ba.cnr.it/BIG/MitoDrome,no,can't be reached,not_applicable,not_applicable,2003,33
876,MBDC0371,PlantsP,http://plantsp.sdsc.edu,yes,not_applicable,2011,not_applicable,2003,23
876,NAR9229,PlantsT,http://plantst.sdsc.edu,no,related generic reseach institution site redirect,not_applicable,not_applicable,2003,23
877,MBDC0276,RCSB PDB: Protein Data Bank,http://www.pdb.org/,yes,not_applicable,2017,not_applicable,2003,250
878,MBDC0563,PlantProm,http://mendel.cs.rhul.ac.uk/ ,no,can't be reached,not_applicable,not_applicable,2003,122
879,MBDC0340,TRANSFAC,http://www.gene-regulation.com,yes,not_applicable,unknown,Service Status; Funding; commerical veriosn + free version that requires an account,2003,1313
880,MBDC0051,WormBase,http://www.wormbase.org/,yes,not_applicable,2017,not_applicable,2003,88
882,NAR9027,BayGenomics,http://baygenomics.ucsf.edu/,no,not found,not_applicable,not_applicable,2003,180
883,MBDC0117,University of Minnesota Biocatalysis/Biodegradation Database,http://umbbd.ahc.umn.edu/,no,can't be reached,not_applicable,not_applicable,2003,50
884,MBDC0415,ASAP: A Systematic Annotation Package,https://asap.ahabs.wisc.edu/annotation/php/ASAP1.htm,no,not found,not_applicable,not_applicable,2003,120
885,MBDC0539,MtDB: Medicago truncatula transcriptome DataBase,http://www.medicago.org/MtDB,no,unrelated site redirect,not_applicable,not_applicable,2003,39
886,MBDC0097,TAIR: The Arabidopsis Information Resource,http://arabidopsis.org,yes,not_applicable,2017,not_applicable,2003,479
887,MBDC0045,rSNP Guide,http://util.bionet.nsc.ru/databases/rsnp.html,no,can't be reached,not_applicable,"Disambiguation; different than the earlier Guide RNA database; , a database system for analysis of transcription factor binding to DNA with variations",2003,22
888,MBDC0427,CATMA: Complete Arabidopsis Transcriptome MicroArray,http://www.catma.org/,yes,not_applicable,unknown,Disambiguation; related but different from CATdb: Complete Arabidopsis Transcriptome Database,2003,121
889,MBDC0224,REBASE: Restriction Enzymes and methylases dataBASE,http://rebase.neb.com/rebase/rebase.htm,no,not found,not_applicable,Link; terrible URL but that's what's in paper,2003,100
890,MBDC0365,HIVdb: HIV Drug Resistance Database,http://hivdb.stanford.edu,yes,not_applicable,2016,not_applicable,2003,407
891,NAR9084,FAMSBASE: Full Automatic Modeling System dataBASE,http://famsbase.bio.nagoya-u.ac.jp/famsbase,no,can't be reached,not_applicable,not_applicable,2003,17
892,MBDC0567,ProtoNet,http://www.protonet.cs.huji.ac.il,yes,not_applicable,unknown,"Examples dates; Example of ""Updated: November 2012"" ….?",2003,55
893,NAR9281,SNP Cnsortium Website,http://snp.cshl.org,no,can't be reached,not_applicable,not_applicable,2003,111
894,NAR9184,MPIMP: Mitochondrial Protein Import Machinery of Plants,http://millar3.biochem.uwa.edu.au/~lister/index.html,no,not found,not_applicable,not_applicable,2003,28
895,MBDC0434,CnidBase,http://cnidbase.bu.edu/,no,can't be reached,not_applicable,not_applicable,2003,13
896,NAR9293,TMPDB,http://bioinfo.si.hirosaki-u.ac.jp/~TMPDB/,yes,not_applicable,unknown,not_applicable,2003,60
897,NAR9143,IRESdb: Internal Ribosome Entry Sites database,http://ifr31w3.toulouse.inserm.fr/IRESdatabase/,no,can't be reached,not_applicable,not_applicable,2003,67
898,MBDC0217,SBASE,http://www.icgeb.trieste.it/sbase,yes,not_applicable,2006,not_applicable,2003,8
899,MBDC0391,NCBI Reference Sequences: RefSeq,http://www.ncbi.nih.gov/RefSeq/,yes,not_applicable,2017,not_applicable,2003,136
900,NAR9182,Mobile Group II Introns,http://www.fp.ucalgary.ca/group2introns/,yes,not_applicable,unknown,Examples dates; probably 2008 - two last modified on there - ambig,2003,66
901,MBDC0003,NCBI Genbank,http://www.ncbi.nlm.nih.gov/,yes,not_applicable,2017,not_applicable,2003,306
902,NAR9204,NUREBASE,http://www.ens-lyon.fr/LBMC/laudet/nurebase/nurebase.html,no,not found,not_applicable,not_applicable,2004,21
903,MBDC0003,NCBI Genbank,http://www.ncbi.nlm.nih.gov/,yes,not_applicable,2017,not_applicable,2004,454
904,MBDC0500,HPRD: Human Protein Reference Database,http://www.hprd.org,yes,not_applicable,2010,not_applicable,2004,305
905,NAR9008,aMAZE LightBench,http://www.amaze.ulb.ac.be/,no,can't be reached,not_applicable,not_applicable,2004,45
906,MBDC0573,RPG: Ribosomal Protein Gene database,http://ribosome.miyazaki-med.ac.jp/,no,can't be reached,not_applicable,not_applicable,2004,87
907,MBDC0463,European Ribosomal RNA Database,http://www.psb.ugent.be/rRNA/,yes,not_applicable,2007,Provenance; excellent history - contains large and small and also update information,2004,210
908,MBDC0002,EMBL-EBI ENA: European Nucleotide Archive,http://www.ebi.ac.uk/embl/,yes,not_applicable,2017,not_applicable,2004,113
909,NAR9007,AluGene,http://Alugene.tau.ac.il/,no,related generic reseach institution site redirect,not_applicable,not_applicable,2004,43
910,MBDC0439,CryptoDB: Cryptosporidium Genomics Resource,http://CryptoDB.org,yes,not_applicable,2016,not_applicable,2004,38
911,MBDC0218,SMART: Simple Modular Architecture Research Tool,http://smart.embl.de/,yes,not_applicable,unknown,not_applicable,2004,693
912,MBDC0502,IMGT/3Dstructure-DB,http://imgt.cines.fr,no,can't be reached,not_applicable,Other; rolled in IMGT/StructuralQuery,2004,88
913,NAR9093,FusionDB,http://igs-server.cnrs-mrs.fr/FusionDB/,no,can't be reached,not_applicable,not_applicable,2004,49
914,NAR9177,MIPS: Martinsried Institute for Protein Sequences,http://mips.gsf.de,no,related generic reseach institution site redirect,not_applicable,not_applicable,2004,378
915,MBDC0028,ASD: Alternative Splicing Database,http://www.ebi.ac.uk/asd,no,discontinued notice,not_applicable,not_applicable,2004,161
916,MBDC0519,KNOTTIN,http://knottin.cbs.cnrs.fr,yes,not_applicable,2014,not_applicable,2004,66
917,NAR9208,ORFanage,http://www.bioinformatics.buffalo.edu/ORFanage,no,not found,not_applicable,not_applicable,2004,29
918,MBDC0560,PHYTOPROT,http://genoplante-info.infobiogen.fr/phytoprot,no,can't be reached,not_applicable,not_applicable,2004,12
919,NAR9326,Xpro,http://origin.bic.nus.edu.sg/xpro,no,can't be reached,not_applicable,not_applicable,2004,19
920,MBDC0186,Peptaibol Database,http://www.cryst.bbk.ac.uk/peptaibol,yes,not_applicable,unknown,not_applicable,2004,79
921,MBDC0489,GTD: Genomic Threading Database,http://bioinf.cs.ucl.ac.uk/GTD,yes,not_applicable,2016,Access - Transfer/Redirect; redirects to Gene3D,2004,30
923,MBDC0765,AthaMap,http://www.athamap.de,yes,not_applicable,2016,not_applicable,2004,64
924,MBDC0421,BRENDA: BRaunschweig ENzyme Database,http://www.brenda.uni-koeln.de,yes,not_applicable,2016,not_applicable,2004,341
